itemID|title|author|publisher|main topic|subtopics
72920|Malen nach Zahlen fÃ¼r Kinder: Unter Wasser||Ullmann Medien GmbH|YBGC|[5AF,YB,YBG,YBL]
9870|Babylons Asche|James Corey|Heyne Taschenbuch|FLC|[FJ,FLC,FLS,FLU]
15514|Eine wie Alaska|John Green|dtv Verlagsgesellschaft|YFM|[5AN,5AP,1KBB-US-SCA,YFS,YXG,YXT]
31737|The Traitor Spy Trilogy 03. The Traitor Queen|Trudi Canavan|Little, Brown Book Group|YFCB|[FMB,FMH]
77508|Weltendunkel|Anna Frost|Wreaders Verlag|FM|[]
1156|Tschick|Wolfgang Herrndorf|Rowohlt Taschenbuch|FBA|[5AQ,5AX,1DFG-DE-BE,1DFG-DE-BG,FXR,YFB]
15711|Die Wilden HÃ¼hner|Cornelia Funke|Oetinger Taschenbuch GmbH|YFC|[5AK,5AL,5JA]
58586|Bodyguard 02: Ransom|Chris Bradford|Penguin Books Ltd (UK)|YFCB|[5AK,5AM,T]
59838|Inheritance|Christopher Paolini|Transworld Publishers Ltd|FM|[]
68289|Inheritance 01. Eragon|Christopher Paolini|Random House Children's|YNXB1|[5AN,YFC,YFD,YFH]
51303|Inheritance 04. Inheritance|Christopher Paolini|Random House Children's|YNXB1|[5AN,YFC,YFH]
44991|Bibi & Tina - Mein pferdestarkes Kritzel-Kratzel-Buch||Schwager und Steinlein|YNNH4|[5AF,YB,YBG,YBL,YNNH4,YZG]
63081|RÃ¼stkammer des Dornenreiches|Alex Spohr|Ulisses Spiel & Medien|FM|[FMB,WDHW]
26719|Throne of Glass 3 - Erbin des Feuers|Sarah J. Maas|dtv Verlagsgesellschaft|YFHR|[5AQ,5JA,FMB,YFC,YFHR]
7666|MARVEL Studios Die illustrierte EnzyklopÃ¤die|Adam Bray, Bray Adam|Dorling Kindersley Verlag|AKLC|[5AJ,ATF,FMK,GB,XQK,YBL,YNF,YR]
54482|Der kleine Rabe Socke: Mein rabenstarker Vorschulblock||Esslinger Verlag|YBG|[5AF,4CA,YBL,YZG,YZS]
17742|Der kleine Rabe Socke: Alles echt logisch mit dem kleinen Raben Socke||Esslinger Verlag|YBG|[5AD,5HKB,4CA,JNLA,YBG,YBL]
63229|Der Wald der verlorenen Schatten|Danbi Eo|Golkonda Verlag|VXWM|[FM,FN,VXWM]
28282|Priest of Lies|Peter McLean|Klett-Cotta Verlag|FMB|[FMB,FMT,FYT]
16679|Viagro Blue|Ohio Ment Presented By Perry Aayr|iUniverse|FL|[]
15675|Der dunkle Wald|Cixin Liu|Heyne Taschenbuch|FLC|[1FPC,FLU]
21474|The Three-Body Problem 1|Cixin Liu|Macmillan USA|FLU|[1FPC,FB]
25086|Das MÃ¤dchen Wadjda|Hayfa Al Mansour|cbt|JBSF1|[5AL,1FBXS,JBSF1,YFB,YP,YXF,YXHB,YXZR]
71862|Tales from the Loop - Regelwerk|Tomas HÃ¤renstam|Ulisses Spiel & Medien|WDHW|[FL,FM,WDHW]
75813|Erhebung|Stephen King|Heyne Verlag|FMM|[1KBB,1KBB-US-NEI,F,FMM,FXL,3MRB]
4763|Overlord, Vol. 4 (light novel)|Kugane Maruyama|Little, Brown & Company|FL|[]
77515|Mein Klappen-Soundbuch - Musik aus aller Welt||Yo Yo Books|YBL|[5AC]
4761|Taviano|Christine Feehan|Heyne Taschenbuch|FP|[1KB,FM,3MRBH]
60533|Die unglaublichen Abenteuer des Barnaby Brocket|John Boyne|FISCHER, S.|YFC|[5AL,1DDR,1KBB-US-NAK,1KLSB,1MBF-AU-NS,1MBN,YFH]
70890|Die Lichtbringerin 2|Johanna Danninger|Carlsen Verlag GmbH|FMR|[5AT,5JA,6FG,FMR,FMX,FN,FRT]
16698|Five Feet Apart|Rachael Lippincott, Mikki Daughtry, Tobias Iaconis|Simon + Schuster UK|YFB|[]
25076|Star Trek - New Frontier: Mehr als GÃ¶tter|Peter David|Cross Cult||[FLS,FLU]
70912|Planetenwanderer|George R. R. Martin|Heyne Taschenbuch|FYT|[FL,FYT]
63010|Deadly Class Deluxe Edition Volume 2: The Funeral Party|Rick Remender|Image Comics|XQL|[FL,XA]
46504|Die Weltportale 01|B. E. Pfeiffer|Sternensand Verlag|FMB|[5AN,FN]
48279|Drachenwut (Enchanted 3)|Jess A. Loup|Carlsen Verlag GmbH|FM|[5AX,5JA,FMM,FMR,FMX,FN,FR,FRD,FXB,YFH,YFHR]
68989|Penny Pepper - Detektive auf Reisen|Ulrike Rylance|dtv Verlagsgesellschaft|YFCF|[5AJ,1DDU-GB-ESL,1DST,YXHB]
55405|Penny Pepper - Hochzeitstorten und Halunken|Ulrike Rylance|dtv Verlagsgesellschaft|WBVS1|[5AJ,5HKU,WBVS1,WZG,YF,YFB,YFC,YFQ,YFS,YNMF,YXF,YXHB,YZG]
39655|Penny Pepper - Tatort Schule|Ulrike Rylance|dtv Verlagsgesellschaft|YFCF|[5AJ,YFQ,YFS,YXHB]
76440|Peter & Piet . Alle meine Freunde|Peter Wohlleben|Oetinger Friedrich GmbH|YZG|[WZG,YZG]
51462|Warhammer 40.000 - Der Anarch|Dan Abnett|Black Library|FLQ|[FL,FLQ]
71797|Krieger im Schatten|J. R. Ward|Heyne Taschenbuch|FMR|[1KBB-US-NAK,FMX,FP,3MRBA,3MRBF]
14845|The Case of the Missing Marquess|Nancy Springer|Penguin Young Readers Group|YFCF|[]
22902|Skyward|Brandon Sanderson|DELACORTE PR|YFC|[YFE,YFG]
57241|The Hitchhiker's Guide to the Galaxy|Douglas Adams|Pan Macmillan|YFG|[5AN,FLC,FLQ,FLU,FU,YFQ]
33984|Summer Shadows|Joss Stirling|Oxford Childrens Books|YFC|[5AN,4CL,YFM]
48487|Harry Potter and the Philosopher's Stone. Ravenclaw Edition|Joanne K. Rowling|Bloomsbury UK|YFH|[]
42256|Die Shannara-Chroniken 3 - Das Lied der Elfen|Terry Brooks|Blanvalet Taschenbuchverl|FMB|[]
41819|DrachenzÃ¤hmen leicht gemacht (1)|Cressida Cowell|Arena Verlag GmbH|YFC|[5AL,5JB,YFH,YFP]
11895|Meine allerersten Freunde||Ars Edition GmbH|YBL|[5ABK,YB,YF]
41491|Der groÃŸe StickerspaÃŸ: Drachen|Simon Tudhope|Usborne Verlag|YBG|[YBL]
59588|Shatter Me|Tahereh Mafi|Harper Collins Publ. USA|YFE|[5AK,YFG,YFM]
28502|HÃ¶r mal: Auf der Baustelle|Christian Zimmer|Carlsen Verlag GmbH|YBCB|[5ABK,YBG,YBL,YF,YNG,YNTG,YNTP,YNTR]
77200|Kunterbunte Ausmal-Fensterbilder - Tiere||Ars Edition GmbH|YBGC|[5AC,YBLL,YNA]
1689|Mein buntes Vorlagenbuch - Fensterbilder aus Transparentpapier. Ab 4 Jahren|Norbert Pautner|Bassermann, Edition|YBG|[5AD,YBL]
31955|Die Nibelungen|Auguste Lechner, Friedrich Stephan|Arena Verlag GmbH|YFJ|[5AN]
20593|Mein Anziehpuppen-Stickerbuch - Im Ballett|Leonie Pratt|Usborne Verlag|YBG|[]
55284|Le Petit Nicolas - Le ballon|Jean-Jacques SempÃ©, Rene Goscinny|Gallimard|YF|[5AJ,2ADF]
34748|100 Gute-Laune-RÃ¤tsel fÃ¼r die Vorschule||Loewe Verlag GmbH|YPCA2|[5AF,4CA,WDK,WHJ,YBGC,YBGH,YBLC,YBLH,YNVP,YPCA2,YZG]
74772|Wie der Rhodesian Ridgeback zu seinem Ridge kam|Denise Flaim|LIGHTNING SOURCE INC|YFP|[]
23011|Meine liebsten MitmachbÃ¼cher: Dinosaurier||Usborne Verlag|YBLL|[5AF,YBG]
47498|Septimus Heap 07. Fyre|Angie Sage|Harper Collins Publ. USA|YFH|[YFC]
30304|Soulstar|C. L. Polk|TOR BOOKS|FMR|[]
3013|Die Abenteuer des Tom Bombadil|J. R. R. Tolkien|Klett-Cotta Verlag|DCC|[DCF,FMB]
69540|The Cousins|Karen M. McManus|Penguin Books Ltd (UK)|YFCB|[5AN]
32639|MÃ¼nchhausen|Kai von Kindleben|Edition Roter Drache|FC|[FD,FJ,FM,FV,FX]
10124|Der ChamÃ¤leonvogel|Hermann-Josef Frisch, Ivan Gantschev|Guetersloher Verlagshaus|YBCS|[5AD,5HPF,5PGM,YBL,YFP,YNRM]
71356|Feenschule Freundebuch|Naeko Ishida, Barbara Rose|Oetinger Friedrich GmbH|YBL|[5AC,4CA,YZ]
8956|Meine Freunde - Ritter (mit Wendepailletten)||Ars Edition GmbH|YB|[5AD,YF]
38520|HÃ¶r mal - Der Bauernhof, m. Soundeffekten|Anne MÃ¶ller|Carlsen|YBG|[5ABK,YBLL,YBLN,YNG,YNNF]
43578|Spinnenzeit|Jennifer Estep|Piper Verlag GmbH|FMX|[FMR,FMX]
63511|Pina Bausch|MarÃ­a Isabel SÃ¡nchez Vegara|Insel Verlag GmbH|JBSF1|[5AD,5AF,ATQV,DN,JBSF1,YBCS,YBL,YNB,YNG,YNM,YNMF,YX]
2794|Artemis Fowl|Eoin Colfer|Ullstein Taschenbuchvlg.|FYT|[1DDR,FBC,FJ,FL,FMK,FYT,YFC,YFH,YFQ]
14573|Schmuckpost fÃ¼r dich||Arena Verlag GmbH|YBL|[5AH]
65061|Hobbit|John Ronald Reuel Tolkien|KNIZHNIK|FM|[]
67841|Drahtzieher und DunkelmÃ¤nner, Band 1|JÃ¼rgen Modlich|Books on Demand|FM|[5AQ]
56174|Am Ende sterben wir sowieso|Adam Silvera|Arctis Verlag|YFB|[5AQ,YFM]
6816|Die Drachenhexe (Band 2): Krone und Ehre|J. K. Bloom|Sternensand Verlag|FMT|[FN]
53210|MÃ‰TO Das Haus|Yves Grevet|dtv Verlagsgesellschaft|YFC|[5AN,YFE]
7694|Unter uns die Nacht|Becky Chambers|FISCHER TOR|FBA|[1Z,FYT]
31885|1984. Skotnyj dvor. Esse|George Orwell|KNIZHNIK|FL|[]
34594|The Illuminae Files 1. Illuminae|Amie Kaufman, Jay Kristoff|Oneworld Publications|YFG|[5AN,FL]
38370|Assassin's Creed Odyssey|Gordon Doherty|Panini Verlags GmbH|FJH|[5AQ,1QBAG,FH,FJH,FM,FYT,FYV,UDX,3CT]
52785|The Hazel Wood|Melissa Albert|Penguin Books Ltd (UK)|YFCB|[5AN,YFB,YFCF,YFD,YFH]
22872|Kinder KÃ¼nstler Kritzelbuch|Labor Ateliergemeinschaft|Beltz GmbH, Julius|YBGC|[5AF,AFC,AFF,YBL,YNA]
52991|Brother Wulf|Joseph Delaney|Penguin Books Ltd (UK)|YFC|[5AK,YFD,YFH]
14499|Emil and the Detectives|Erich KÃ¤stner|Random House UK Ltd|YFCF|[YFA]
70513|Punkte! Punkte!|HervÃ© Tullet|Velber Verlag|YBL|[5AC,WFA]
16030|Der Kampf um Troja|Paul HÃ¼hnerfeld|dtv Verlagsgesellschaft|YFJ|[5AL,1QBAG]
67161|Classic Tales of Science Fiction & Fantasy|Jules Verne, H. G. Wells, Edgar Rice Burroughs|Simon + Schuster Inc.|FL|[FM]
43813|The Hate U Give|Angie Thomas|Walker Books Ltd.|YFB|[5AQ,YFA,YFN]
70345|Mudshark|Gary Paulsen|YEARLING|YFCF|[YFQ,YFS]
55004|100 Gute-Laune-RÃ¤tsel - Fahrzeuge||Loewe Verlag GmbH|YBCH|[5AF,4CA,WHJ,YBGC,YBGH,YBLT,YNU,YNVP,YZG]
21239|Percy Jackson 01. Diebe im Olymp|Rick Riordan|Carlsen Verlag GmbH|QRSG|[5AN,5LF,1KBB-US-NAKC,QRSG,YFC,YFH,YFJ,YFQ]
18555|Malen nach Zahlen: Dance||Ravensburger Verlag|YBGC|[5AH,YBL]
10402|Meine Freunde - Prinzessin (mit Wendepailletten)||Ars Edition GmbH|YB|[5AD,YF]
77694|Europa - TragÃ¶die eines Mondes|Uwe Roth|tredition|FB|[]
48414|Wild Cards 01 - Das Spiel der Spiele|George R. R. Martin|Blanvalet Taschenbuchverl|FMX|[1HBE,1KBB,FM,FYT,3MR]
14802|Die Erben der Nacht - Nosferas|Ulrike Schweikert|cbt|YFH|[5AN,5AP,1DST-IT-TZR,YFT,3MNQ]
16370|Rubinrot. Liebe geht durch alle Zeiten 01|Kerstin Gier|Arena Verlag GmbH|YFH|[5AN]
28698|Geliebte JÃ¤gerin|Christine Feehan|Heyne Verlag|FMR|[1KBB,FMX,FRX,3MRBF]
39716|Das Farbenmonster|Anna Llenas|Velber Verlag|YBLD|[5AC,YBLD,YNN,YXE]
56719|Mitmach-Malbuch fÃ¼r Kinder - WALD|Alexandra SchÃ¶nfeld|Vicky Bo Verlag GmbH|YBGC|[5AD,5HKA,5HPD,5HPF,5HRA,5HRB,5HRC,5HRD,5JA,5JB,WZG,YBL,YBLD,YBLL,YZG]
40001|Ulldart - Zeit des Neuen 03. Fatales VermÃ¤chtnis|Markus Heitz|Piper Verlag GmbH|FMB|[FMH]
66797|Bungo Stray Dogs, Vol. 6 (light novel)|Kafka Asagiri|Little, Brown & Company|YFB|[]
33815|Die drei ??? und der verschollene Pilot (drei Fragezeichen)|Ben Nevis|Carlsen Verlag GmbH|YFCF|[5AL,YFB]
41981|Assassin's Creed 06. Black Flag|Oliver Bowden|Panini Verlags GmbH|WDHW|[5AQ,FH,FM,FV,WDHW]
14592|Assassin's Creed 02. Die Bruderschaft|Oliver Bowden|Panini Verlags GmbH|FM|[5AT]
16291|Hunger Pangs|Joy Demorra|Humerus Intentions Publishing LLC|FRT|[]
3124|Thread Strands|Leeland Artra|Leeland Artra Author|FMB|[]
55003|Harry Potter 7 Et les reliques de la mort|J. K. Rowling|Gallimard|YFH|[5AL,2ADF]
21810|D&D: Hort der DrachenkÃ¶nigin|Wolfgang Baur, Steve Winter|Ulisses Spiel & Medien|FM|[FMB,WDHW]
45357|Love, Simon (Filmausgabe) (Nur drei Worte - Love, Simon)|Becky Albertalli|Carlsen Verlag GmbH|YFB|[5AQ,5PSG,1KBB,1KBB-US-SEG,FR,YFB,YFM,YFQ,YXB]
52587|Nebula Convicto. Grayson Steel und der Verhangene Rat von London|Torsten Weitze|Acabus Verlag|FFP|[1DDU-GB-ESLF,FMX,FN,3MRB]
49481|At the End of the Journey, Volume 9|Charles E. Gannon|BAEN|FLQ|[FLR]
73534|Der groÃŸe StickerspaÃŸ: Autos und Trucks|Simon Tudhope|Usborne Verlag|YBG|[YBL]
40978|Der Prinz der WÃ¼ste|Peter V. Brett|Heyne Taschenbuch|FMB|[FMB,FYT]
21396|Fahrenheit 451|Ray Bradbury|Heyne Taschenbuch|FDB|[FLC,FYT]
68808|Midnight Sun|Stephenie Meyer|Little, Brown Book Group|YFHR|[YFB]
74697|Der Lotuskrieg 1|Jay Kristoff|Cross Cult|FMB|[FMB,FMH,FMT,YFH]
1841|1984|George Orwell|Can Yayinlari|FL|[]
56301|Tief tief tief unten im Meer|Jonathan Litton, Maxime Lebrun|360 Grad Verlag GmbH|YBL|[]
48440|Mein extrastarkes Mandala-Malbuch fÃ¼r Kinder ab 8||Loewe Verlag|YBG|[5AJ,5LB,4CD,JNG,JNLB,WDH,YBGC,YBL,YBLD,YBLH,YN,YNA,YZG]
53846|Mein dickes Malbuch. Prinzessinnen||Tessloff Verlag|YBGC|[5AF,YBGC,YBL,YNMW]
72311|Magischer Mandalazauber - Feen||Loewe Verlag GmbH|WFTM|[5AG,5JA,4CD,FM,WFA,WFTM,WFX,YBGC,YBLD,YFH,YNA,YZG,YZS]
50728|Elfen||Loewe Verlag|YBG|[5AF,5JA,4CD,AGNA,JNG,VXQM4,WDH,YBC,YBCH,YBGC,YBLD,YBLH,YBLN1,YNV,YNXB4]
50141|Mein extrastarkes Mandala-Malbuch fÃ¼r die Grundschule||Loewe Verlag|YBG|[5AG,5LB,4CD,JNG,WDH,YBGC,YBL,YBLD,YBLH,YNA,YZG]
6231|Glitzerzauber-Mandalas - Prinzessinnen||Loewe Verlag GmbH|YNXB4|[5AF,5JA,5LB,4Z-DK-FA,ATXF,JNG,JNLA,VXQM,YBG,YBGC,YBLD,YBLH,YNMF,YNMW,YNXB4,YNXW,YZG]
63002|Magischer Mandalazauber - Prinzessinnen||Loewe Verlag GmbH|WFTM|[5AG,5JA,4CD,WFA,WFTM,WFX,YBGC,YBLD,YFH,YNA,YNMW,YZG,YZS]
30790|111 x Papierfalten - Ostern|Thade Precht|Edition Michael Fischer|WFTM|[5AF,5HPF,YBG,YBL]
13453|Wie man seine Eltern erzieht (Eltern 1)|Pete Johnson|Ars Edition GmbH|YFQ|[5AL]
76769|A Court of Mist and Fury|Sarah J. Maas|Bloomsbury UK|FMR|[FMB,FN,FRD,YFM]
39747|A Court of Thorns and Roses|Sarah J. Maas|Bloomsbury UK|FMB|[FMR,FN,YFH]
30471|Der Dieb von Rom|Harald Parigger|Arena Verlag GmbH|YFT|[5AL]
33848|Der WÃ¼stenplanet|Frank Herbert|Heyne Taschenbuch|FLC|[FLC,FLS,FYT]
33909|Mein liebstes Oster-Puzzlebuch|Stephan GÃ¼rtler, Sandy Fritzsche|TrÃ¶tsch Verlag GmbH|YBCS|[5AC,5HPF,YB,YBCS,YBL]
68183|Mein superdicker Mal- und Bastelblock. Lustiger OsterspaÃŸ|Corina Beurenmeister|Arena Verlag GmbH|YBG|[5AD,5HPF,YBL]
71043|Der Thron der Finsternis|Peter V. Brett|Heyne Taschenbuch|FMB|[FYT]
31245|Matilda|Roald Dahl|Rowohlt Taschenbuch|YFB|[5AL,YFB,YFH,YFN,YFS]
20308|Sophiechen und der Riese|Roald Dahl|Rowohlt Taschenbuch|YFB|[5AL,1DDU-GB-E,YFB,YFC,YFH,YFQ]
62143|Charlie und die Schokoladenfabrik|Roald Dahl|Rowohlt Taschenbuch|YFB|[5AG,5AJ,YFB,YFC,YFH]
76655|The Lord of the Rings|John Ronald Reuel Tolkien|Harper Collins Publ. UK|FM|[]
46617|Malen nach Zahlen ab 5 Jahren: SÃ¼ÃŸe Tiere||Ravensburger Verlag|YBGC|[5AF,YBL]
52470|Brennender Fels|N. K. Jemisin|Knaur Taschenbuch|FBA|[FBA,FLQ,FMB,FYT]
71310|Steinerner Himmel|N. K. Jemisin|Knaur Taschenbuch|FLQ|[FBA,FLQ,FMB,FXE,FYT]
57172|Unterm Leichentuch|Salomo Friedlaender-Mynona|Jmb|FKC|[1DFG-DE-BE,2ACG,FKW,3MPBG]
71159|Malen nach Zahlen ab 7 Jahren: Im Meer||Ravensburger Verlag|YBGC|[5AH,YBL]
48176|Kings of Chaos (3). Bleib locker, Stinktier!|Jakob M. Leonhardt|Arena Verlag GmbH|YFM|[5AM,5JB,YFM,YFQ,YFS]
11175|Mein Stickerbuch: Geister, Monster, GruselspaÃŸ|Fiona Watt|Usborne Verlag|YBG|[5AF,5HCP,YBL]
52634|Mein Immer-wieder-Stickerbuch: Besuch im Aquarium|Hannah Watson|Usborne Verlag|YBG|[YBL]
55144|Mein Natur-Stickerbuch||Ars Edition GmbH|YBLL|[5AD,YBG,YBLL,YNN]
53062|Mein Stickerbuch: Im Spielzeugladen|Struan Reid|Usborne Verlag|YBG|[5AF,YBL]
37255|The Hate U Give|Angie Thomas|cbt|YFB|[5AQ,5PB-US-C,1KBB,YFB,YP,YXN,YXR,3MRBF]
64876|Ausgewechselt|Ulli Schubert|Rowohlt Taschenbuch|YFCB|[5AN,5AP,5JB,YFB,YFR]
44215|Fable|Adrienne Young|Titan Publ. Group Ltd.|FM|[YF]
57144|Tagebuch - Pferdefreunde - Mein Tagebuch (blau)||Coppenrath F|YNNJ24|[5JA,WFT,YBCH,YBL,YNNJ24,YZS]
68049|Muncle Trogg|Janet Foxley|Chicken House Ltd|YFH|[5AH]
76109|Concrete Rose|Angie Thomas|Harper Collins Publ. USA|YF|[1KBB]
30134|Das Verbastelbuch fÃ¼r die Allerkleinsten Schneiden und Kleben Bauernhof|frechverlag|Frech Verlag GmbH|YBG|[5AC,YBL]
37009|Fingerstempeln: Dinosaurier|Fiona Watt|Usborne Verlag|YBG|[YBL]
14163|Der Traktor|Andrea Erne|Ravensburger Verlag|YNNF|[5ABK,WGCT,YBLT,YNNF,YNTR]
54550|Meine Freunde (Lamas)||Ars Edition GmbH|YBGC|[5AJ,YBL,YZG]
48258|Ren Dhark - Weg ins Weltall 98: Gedankenkontrolle||HJB Verlag & Shop KG|FLS|[]
56414|Dot and Anton|Erich KÃ¤stner|Pushkin Press|DNBR|[1DDU,YFA,3MD]
77619|Der Herr der Ringe|John R Tolkien|Klett-Cotta Verlag|FMB|[FYT,YFH]
63213|Das Labyrinth von London|Benedict Jacka|Blanvalet Taschenbuchverl|FBA|[1DDU-GB-ESL,FBA,FMX,FYT,3MRBF]
19355|Eragon 03. Die Weisheit des Feuers|Christopher Paolini|cbj|FMB|[5AN,FMB,FYT,YFC,YFH]
56111|Die Schlangenkrieg-Saga 1|Raymond Feist|Blanvalet Taschenbuchverl|FBA|[FBA,FM,FMB,FYT]
9445|The Lex Factor|Rick Perry|AuthorHouse UK|FJ|[FL]
21661|Will Byers: Secret Files (Stranger Things)|Matthew J. Gilbert|RANDOM HOUSE|YFZZ|[YFD,YXHB]
3644|Etwas endet, etwas beginnt|Andrzej Sapkowski|dtv Verlagsgesellschaft|DNT|[DNT,FM,FN,FYB,FYT]
10172|Die Verschworenen|Ursula Poznanski|Loewe Verlag GmbH|YFCB|[5AQ,FH,VXQM,YFB,YFCB,YFE,YFG,YFM,YNXB,YXHB]
23082|Saeculum|Ursula Poznanski|Loewe Verlag GmbH|RGBL2|[5AQ,1DFA,FH,FJ,RGBL2,WDHW,YFB,YFCB,YFH,YFM,YNVM,YXHL]
31927|Die Vernichteten|Ursula Poznanski|Loewe Verlag GmbH|YFCB|[5AQ,FH,VXQM,YFB,YFCB,YFE,YFG,YFH,YFM,YNXB]
63505|Thalamus|Ursula Poznanski|Loewe Verlag GmbH|JBFV5|[5AQ,FHK,FJ,JBFV5,MBG,MQV,YFC,YFCB,YFCF,YXK,YXL]
16662|Mein erster Schultag||Ars Edition GmbH|YBG|[5AF,5HKB,YBL,YZG,YZS]
38948|West|Edith Pattou|HOUGHTON MIFFLIN|YFH|[YFJ,YFM]
65031|Ich sehe was: Total verrÃ¼ckte Schule|Jean Marzollo, Walter Wick|Franckh-Kosmos|YNN|[5AD,WDK,YBG,YBL]
22590|Der Junge mit dem Herz aus Holz|John Boyne|FISCHER KJB|YFC|[5AL,1DDR,YFH]
29359|Fluch und Schimpfmalbuch fÃ¼r Erwachsene: 40 entspannende Malvorlagen zum Ausmalen mit Tieren, Mandal|Potty Mouth Coloring|LIGHTNING SOURCE INC|YBG|[]
14820|Anansi Boys|Neil Gaiman|Eichborn Verlag|FMX|[1DDU-GB-E,1KBB,FBA,FD,FMB,FMR,3MPQ,3MRB]
30201|The Hate U Give. Movie Tie-In|Angie Thomas|Walker Books Ltd.|YFB|[5AQ,YFN]
57715|Das groÃŸe Jahreszeiten-Bastelbuch|Marlies Feibel, Marlies Schiller|Christophorus Verlag|WFTM|[WFTM,YBL]
27987|ErzÃ¤hler der Nacht|Rafik Schami|Beltz GmbH, Julius|YF|[5AQ]
2503|Benden Vazgecme Ya Rab!|Mehmet Yildiz|Hayy Kitap|YF|[1DTT]
74220|Thrawn: Alliances (Star Wars)|Timothy Zahn|Random House LCC US|FYV|[FB,FJ,FLS]
34596|Stadt der Finsternis 09 - Ein neuer Morgen|Ilona Andrews|LYX|FMR|[1KBB-US-SEGT,F,FDB,FKM,FMR,FMX,FR,FRD,FRM,FRT]
48617|Torg Eternity - Delphi Missionen: Das Lebende Land|James Dawsey, Greg Gorden, Miranda Horner, Rick Jo|Ulisses Spiel & Medien|FL|[FL,FM,WDHW]
4077|Zeitflut|Wil McCarthy|Heyne Taschenbuch|FLG|[]
70752|Buchland|Markus Walther|Acabus Verlag|FBA|[1DD,1DFG-DE-VR,FBA,FDK,FM]
58868|Papierflieger-Set|Jeffrey Rutzky|Bassermann, Edition|YBG|[5AJ,YBG,YBL,YNP]
8251|Das letzte Level|Chris Bradford|dtv Verlagsgesellschaft|FDB|[5AN,5AR,FDB,YFC]
66177|Das Wunder von Narnia / Der KÃ¶nig von Narnia|C. S. Lewis|Ueberreuter Verlag|YFH|[5AL,5HKA,5HPD,YFH,YFJ,YZG]
72691|Die Chroniken von Narnia|Clive Staples Lewis, C. S. Lewis|Ueberreuter Verlag|FMB|[5AL,5HKA,5HPD,YFH,YFJ,YFK,YZG]
17455|Schnapp den Dieb! Spannende RÃ¤tselkrimis zum Mitraten|Steffen Gumpert|Ravensburger Verlag|WHJ|[5AL,YFC,YFU]
40104|Animal ABC|Susan Rennie|Black and White Publishing|YBLA|[]
23622|Sohn der Unterwelt|Dana Graham|NOVA MD|DBS|[DBS,FMH,FMR,FN,FRT]
19458|Harry Potter 4 und der Feuerkelch. Taschenbuch|Joanne K. Rowling|Carlsen Verlag GmbH|YPCK|[5AK,5AL,5AN,5LD,1DDU,6FG,FM,YFB,YFC,YFH,YFS]
38364|As the Shadow Rises|Katy Rose Pool|HENRY HOLT|YFC|[YFH,YFM]
39817|Der Atlas der Abenteuer|Lucy Letherland|Gestalten|YBG|[5AG,YBL,YN,YRW]
57786|Die Sache mit Christoph|Irina Korschunow|dtv Verlagsgesellschaft|YFB|[5AQ]
47282|Alice's Adventures in Wonderland|Lewis Carroll|Pan Macmillan|YFA|[]
1511|Wie man 13 wird und die Welt rettet (Wie man 13 wird 3)|Pete Johnson|Ars Edition GmbH|YFQ|[5AL,YFC,YFH,YFHD,YFQ]
36007|Dead Shift|John Llewellyn Probert|Horrific Tales Publishing|FMT|[]
65387|Das Antiquariat der TrÃ¤ume|Lars Simon|dtv Verlagsgesellschaft|FMR|[1DNS,FM,FMK,FMW,FRD,FU,FXD,3MPQV,3MPQX]
51514|Never Never|Colleen Hoover, Tarryn Fisher|dtv Verlagsgesellschaft|YFCB|[5AQ,5JA,1KBB-US-SWLN,FR,FRD,YFCB,YFM,YFN,YFQ,YXF,YXHL,3MRBF]
50951|SeelenfÃ¤nger|Andreas Brandhorst|Piper Verlag GmbH|FL|[FM]
44606|Der Fluch des Verlangens|Jeaniene Frost|Penhaligon|FMR|[FM,FMR,FMX,FYT]
28318|Der Zwerg im Kopf|Christine NÃ¶stlinger|Beltz GmbH, Julius|YF|[5AK,1DFA]
61335|Harry Potter 3 und der Gefangene von Askaban|J.K. Rowling|Carlsen Verlag GmbH|YFB|[5AL,5AN,5LD,1DDU,FM,YFB,YFC,YFH,YFS]
69298|Pierre, der Irrgarten-Detektiv|Hiro Kamigaki, Chihiro Maruyama, Ic4design|Prestel Verlag|YNVP|[5AG,YBG,YBGH,YBL,YFCF]
4917|Ich hab einen Freund, der ist LokfÃ¼hrer|Ralf Butschkow|Carlsen Verlag GmbH|YBCS|[5AC,4CA,WGF,YBLT,YF,YNTR]
38375|Rising Star|Kendra Lawrence|Abbott Press|FM|[]
53120|Der Wald|Angela Weinhold|Ravensburger Verlag|YNNB|[5ABK,RGBL,YBLL,YNNB,YNNC,YNNT]
62943|Gilde der JÃ¤ger - Engelssonne|Nalini Singh|LYX|FMR|[5JA,1H,FRT,FYT,3MRB]
71833|Ava|Alma Eggers|Wreaders Verlag|FM|[]
42088|INSEL DER URZEIT|Rick Poldark|LUZIFER-Verlag|FMW|[FJ,FMW]
18953|OFFSHORE|Michael Weisser|p.machinery|FL|[]
71645|Exploit|Ralph Mayr|Dpunkt.Verlag GmbH|FLP|[]
68265|Eleatan|Eva Wackler (E. R. W.|Books on Demand|FM|[5AQ,5JA]
8383|Foundation Trilogy|Isaac Asimov|Random House UK Ltd|FBA|[FLS]
5553|Die Foundation-Trilogie|Isaac Asimov|Heyne Taschenbuch|FLC|[FLS]
9983|The Great World and the Small|Darrell Schweitzer|Borgo Press|FM|[]
