,itemID,title,author,language,collection,isbn,publisher,description,main topic,subtopics
57997,48411,Field Guide to Monsters: Of Ohio and West Virginia,Samuel Quackenbush,,,,LIGHTNING SOURCE INC,,YFH,
57998,64003,Fiends of Baal,Tyrone Wolfe,,,,Angelfield Farms,,FMT,
57999,10782,Fife,William Meehan,,,,iUniverse,,YFT,1KBB|3MN
58001,58703,Fight or Flight,Penelope Dyan,,,,Bellissima Publishing LLC,,YFB,YXE
58002,67055,Fighters of Fear: Occult Detective Stories,,,,,TALOS,,FF,FL|FM
58003,68404,Fighting Fantasy: Citadel of Chaos,Steve Jackson,,,,Scholastic,,YFH,
58004,49592,Fighting Fantasy: House of Hell,Steve Jackson,,,,Scholastic,,YFH,
58005,77105,Fighting Fantasy:The Warlock of Firetop Mountain,"Ian Livingstone, Steve Jackson",,,,Scholastic,,YFH,5AK
58006,46286,Fighting Pax,Robin Jarvis,,,,HARPERCOLLINS 360,,YFD,YFH
58007,11347,Fill In The Missing Numbers - Counting Exercises for 1st Graders - Math Books for Kids   Children's ,Baby,,,,Baby Professor,,YBLC,
58008,21826,Fill in the Missing Numbers - Counting Exercises for Kids   Children's Early Learning Books,Baby,,,,Baby Professor,,YBLC,
58009,70924,Fin & Rye & Fireflies,Harry Cook,,,,Black and White Publishing,,YFH,
58010,69917,Final Draft,Riley Redgate,,,,Abrams,,YFB,
58011,7023,Final Fantasy Philosophy,"Irwin, Beaulieu, Blahuta",,,,John Wiley & Sons,,UDX,
58012,64009,Final Take,Roger Russell,,,,Xlibris,,FL,
58013,69216,Finale,Becca Fitzpatrick,,,,Simon & Schuster Ltd,,YFB,
58014,9389,Finale: A Caraval Novel,Stephanie Garber,,,,FLATIRON BOOKS,,YFN,YFH|YFM|YXF
58015,17018,Finality,Marcus Martin,,,,Hypersonic Press,,FL,
58016,68799,Find Me,Romily Bernard,,,,HARPERCOLLINS,,YFCF,
58017,27893,Find Me in the Dark. Geheime Vergangenheit,Lena S. Berger,,,,Carlsen Verlag GmbH,,FBA,5AQ|5JA|5LKE|1DDU|FBA|FRD|YFM
58018,62708,Find Me! Adventures in the Sky with Bernard the Wolf,,,,,White Star,,YBG,
58019,30445,Find Out,,,,,Books on Demand,,FM,FL
58020,65811,Finde den Fehler. Für Kinder ab 4,Yayo Kawamura,,,,Arena Verlag GmbH,,YNVP,5AD|YBG|YBL|YNVP
58021,31385,Finde den Fehler. Im Abenteuerland,Judith Ganter,,,,Arena Verlag GmbH,,YBG,5AF|YBL
58022,72896,Finde den Fehler. Suchspaß zum Schulstart,Mascha Greune,,,,Arena Verlag GmbH,,YNVP,5AG|YBG|YBL
58023,41358,Finde den Fehler. Superstarker Rätselspaß,Judith Ganter,,,,Arena Verlag GmbH,,WDK,5AF|WDK|WDM|YBG|YBL
58024,2422,Finde den Osterhasen. Lustige Osterrätsel für Kinder ab 5,Silke Reimers,,,,Arena Verlag GmbH,,YNVP,5AF|5HPF|YBG|YBL
58025,52336,Finde den Unterschied Im Zoo,,,,,Tessloff,,YBGC,5AG|WD
58026,35168,"Finde den Unterschied, Labyrinthe und Punkt-zu-Punkt-Aktivitätenbuch (German Edition)",Speedy Kids,,,,Speedy Kids,,YBG,
58027,31465,Finde den Weg. Spannende Labyrinthe für Kinder ab 5,,,,,Arena Verlag GmbH,,YNV,5AF|YBG|YBL|YNV
58028,15751,Finde die Spur - Im Dschungel,,,,,Yo Yo Books,,YBCB,
58029,53689,Finde und verbinde. Von Punkt zu Punkt für Kinder ab 5,,,,,Arena Verlag GmbH,,YNV,5AF|YBG|YBL
58030,49459,Finden Ihr Mandala,Coloring Bandit,,,,Coloring Bandit,,YBG,
58031,71431,Finder,Suzanne Palmer,,,,DAW BOOKS,,FLS,FLU
58032,23161,Finders Keepers,Lauren Kachnowski,,,,AUTHORHOUSE,,YFH,
58033,45385,Finders Keepers,Melanie McFarlane,,,,ORCA BOOK PUBL,,YFD,YFH
58036,7783,Finding A Way Home,Jennifer Hulum,,,,AuthorHouse,,FM,
58037,31680,Finding Home,"Shelia Powell, Liz McMullen",,,,Sapphire Books Publishing,,YFH,YNX
58038,56197,Finding Home,Annie Seaton,,,,ASA,,FRT,
58039,8541,Finding Home,"Karen Kingsbury, Tyler Russell",,,,Simon & Schuster,,YFB,YFN|YNR
58040,47378,Finding My Hat (First Person Fiction),John Son,,,,SCHOLASTIC,,YF,1KBB
58041,8662,Finding My Place: One Girl's Strength at Vicksburg,Margo L. Dill,,,,WHITE MANE PUB CO INC,,YFT,1KBB
58042,12569,Finding Providence: The Story of Roger Williams,Avi,,,,HARPERCOLLINS,,YFT,1KBB
58043,71761,Finding Refuge,Cathi Shaw,,,,Ink Smith Publishing,,YFH,
58045,74624,Finding Small One,Jessy Carlisle,,,,Michael Raymond Astle,,YFU,
58046,22597,Finding Stripes Shared Reading Book,Chris Michaels,,,,NEWMARK LEARNING LLC,,YBLH,
58047,38664,Finding the Suun,"J. A. Culican, Cassidy Taylor",,,,Jamie Culican,,FMB,
58048,50357,Fing,"David Walliams, Tony Illustrated by Ross",,,,Harper Collins Publ. UK,,YFC,YFQ
58049,58180,Finger-Malspaß: Unter Wasser,Kate Daubney,,,,Ullmann Medien,,YBLD,YBGC
58050,44732,Finger-Malspaß: Wilde Tiere,Kate Daubney,,,,Ullmann Medien,,YBLD,YBGC
58051,73081,"Fingerabdruck, Punkt und Strich - Das Mitmachbuch",Edition Michael Fischer,,,,Edition Michael Fischer,,YBG,5AD|YBL
58052,39929,"Fingerabdruck, Punkt und Strich - Zeichenspaß auf Fingerabdrücken",Ed Emberley,,,,Edition Michael Fischer,,YBGC,YB|YBG|YBGC|YBL
58053,33136,"Fingerprint Fairies: (kid's Activity Books, Art Books for Kids, Fairy Craft Books)",Insight Kids,,,,INSIGHT KIDS,,YFH,YFJ
58054,48292,Fingerprints,Marion Deuchars,,,,Knesebeck Von Dem GmbH,,YBL,5AF
58057,65404,Fingerstempeln: Krabbeltiere,Fiona Watt,,,,Usborne Verlag,,YBG,YBL
58058,15548,Finney,M. J. Pollowski,,,,Bodacious Billy Press,,FMK,
58059,5006,Finstere Hingabe,Lisa Skydla,,,,Merlins Bookshop,,FMR,1DFG-DE-UH|FB|FMX|FP|FRD|FRT
58060,48148,Finstere Wasser,Sarah Koch,,,,Piper Verlag GmbH,,FMX,1DDU-GB-S|FMX|FN|YFHR
58061,56373,Finsternis,Hayo Peter Innemann,,,,TWENTYSIX,,FMX,FK
58062,63231,Fionna and Cake Mad Libs,Mad Libs,,,,PRICE STERN SLOAN INC,,YFZZ,
58064,12802,Fir,Sharon Gosling,,,,Little Tiger Press Group,,YFD,5AP
58065,48191,Fire,"George Pappas, Cg Blade",,,,Lulu.com,,FJ,FL
58066,77100,Fire,"Cg Blade, Cindy Calloway, George Pappas",,,,Lulu.com,,FLG,
58067,11483,Fire & Blood,George R. R. Martin,,,,Random House LCC US,,FMB,FJ
58068,50428,"Fire & Frost, Band 1: Vom Eis berührt",Elly Blake,,,,Ravensburger Verlag,,YFH,5AQ|5HKA|5JA|FDB|FM|YFG|YFH|YFM
58069,2835,"Fire & Frost, Band 2: Vom Feuer geküsst",Elly Blake,,,,Ravensburger Verlag,,YFH,5AQ|5HKA|5JA|FDB|FM|YFG|YFH|YFM
58070,78575,"Fire & Frost, Band 3: Von der Dunkelheit geliebt",Elly Blake,,,,Ravensburger Verlag,,YFH,5AQ|5HKA|5JA|FDB|FM|YFG|YFH|YFM
58071,54197,Fire & Ice,Patty Jansen,,,,Capricornica Publications,,FMB,
58072,54265,Fire Breathing Creatures,Jupiter Kids,,,,Jupiter Kids,,FJ,FL
58073,51810,Fire Dragons & Other Rare Ember Creatures,Jessica Feinberg,,,,Jessica C. Feinberg,,FM,
58074,51719,Fire Island,Mitzi Pool Bridges,,,,iUniverse,,YFCF,
58076,70104,Fire of God,J. M. Kelly,,,,iUniverse,,FM,5PGM|FW
58077,70698,Fire!,R. A. Montgomery,,,,CHOOSECO LLC,,YFCA,
58078,27571,Fire's Love: Revised Edition,Alex E. Carey,,,,LIGHTNING SOURCE INC,,FMX,
58079,18586,"Fire: Chicago, 1871","Kathleen Duey, Karen A. Bale",,,,ALADDIN,,YXHB,1KBB|YFC|YFT
58080,28320,Firebird,Elizabeth Wein,,,,Barrington Stoke Ltd,,YFT,
58081,71104,Firebirds: An Anthology of Original Fantasy and Science Fiction,"Lloyd Alexander, Nancy Farmer",,,,FIREBIRD,,YFH,YFG|YFU
58082,49760,Firebrand,Sarah Mactavish,,,,Dove Hollow Books,,YFT,1KBB|3MNB-US-D|3MNQ-US-E
58083,23196,Firebrand,Kristen Britain,,,,DAW BOOKS,,FMB,FN
58084,69883,Firefighter! Did You Mean Fire Wizard: Blank Line Occupation Journal to Show Appreciation to That Co,Thithiajobs,,,,INDEPENDENTLY PUBLISHED,,YF,
58085,22155,Firefighters,Antonia Roberts,,,,BEARPORT PUB CO INC,,YPCA21,YBL|YNM
58086,23945,Firefighters!: Speeding! Spraying! Saving!,Patricia Hubbell,,,,TWO LIONS,,YF,
58087,17291,Firefly,Brian Stableford,,,,Borgo Press,,FJ,FL
58089,59302,Firefly 03: Generations,Tim Lebbon,,,,Titan Publ. Group Ltd.,,FLS,FB|FK|FYV
58090,61646,Firefly July: A Year of Very Short Poems,Paul B. Janeczko,,,,CANDLEWICK BOOKS,,YBLJ,YDP|YNT
58091,32667,"Fires of Invention, Volume 1",J. Scott Savage,,,,SHADOW MOUNTAIN PUB,,YFGS,YFC|YFH
58092,9787,Firestone: The Dragon's Blood Prophecy,Ryan Carriere,,,,LIGHTNING SOURCE INC,,YFD,YFH
58093,4828,Firestorm,Jordan Cray,,,,Simon Pulse,,YFCF,
58095,12500,Firewalkers: Signed Limited Edition Hardcover from Arthur C. Clarke Award-Winning Author Adrian Tcha,Adrian Tchaikovsky,,,,SOLARIS,,FLQ,
58096,27642,Fireworks and Foggy Farewells,Mary I. Schmal,,,,"Christian Faith Publishing, Inc",,YFK,5PGM|YFT
58097,27481,Firkin & The Grey Gangsters,Ann Scott Moncrieff,,,,Scotland Street Press,,YFB,YFU
58098,35619,First & Then,Emma Mills,,,,Palgrave USA,,YFM,
58100,11096,First Colony,Todd Fries,,,,Lulu.com,,FL,
58101,70644,First Crossing: Stories about Teen Immigrants,,,,,CANDLEWICK BOOKS,,YXZM,YFU
58102,52975,First Days of School,Jupiter Kids,,,,Jupiter Kids,,YBL,
58103,5395,First Eruption,L. A. Di Paolo,,,,L.A. Di Paolo - Author,,FMB,
58104,59561,First Girl,Julie Aitcheson,,,,Dreamspinner Press LLC,,YFB,5PS|YXB
58105,5734,First Grammar,Roger Priddy,,,,Priddy Books,,YBL,
58107,16065,First Impressions and Other Teen Fiction Stories,,,,,Crotchet Quaver,,YFU,
58108,7519,First Kisses Suck: Minnie Kim: Vampire Girl,Ali Cross,,,,BOOKBABY,,YFD,
58109,66031,First Light and Other Stories,Catherine Mintz,,,,Copper Publishing,,FL,
58110,78327,First Light: A History of Creation Myths from Gilgamesh to the God Particle,G. R. Evans,,,,I B TAURIS,,FL,
58111,27921,First Love,James Patterson,,,,Cornerstone,,YFM,5AN
58112,55781,First Night,Tom Weston,,,,tom weston media,,FM,
58113,28898,First Phrases - Italian,Lonely Planet Kids,,,,Lonely Planet Global Limited,,YBL,2ADT
58114,39421,First Phrases - Spanish,Lonely Planet Kids,,,,Lonely Planet Global Limited,,YPCK,5AG|2ADS|YBL
58115,4846,First Prize for the Worst Witch,Jill Murphy,,,,Penguin Books Ltd (UK),,YNXW,5AH|YFH|YFS
58116,34895,First Thousand Words in Hebrew,"Heather Amery, Stephen Cartwright",,,,Usborne Publishing Ltd,,YBLA,2ACB|YPCK
58118,38957,First Words for Baby (First 100 Words),Speedy Publishing Llc,,,,Speedy Publishing LLC,,YBL,
58119,22023,Fish Girl,"Donna Jo Napoli, David Wiesner",,,,CLARION BOOKS,,YFH,
58120,52979,Fish Out of Water,Natalie Whipple,,,,Hot Key Books,,YFM,5AQ|YFN|YFQ
58121,235,Fish-Boy: An Inuit Folk Tale,,,,,VANITA BOOKS,,YFJ,1K|YFP
58122,217,Fitch on the Road,Sheila Brogan,,,,1st Book Library,,YFH,
58124,16698,Five Feet Apart,"Rachael Lippincott, Mikki Daughtry, Tobias Iaconis",,,,Simon + Schuster UK,,YFB,
58125,73086,Five Feet Apart. Film Tie-In,"Rachael Lippincott, Mikki Daughtry, Tobias Iaconis",,,,Simon + Schuster UK,,YFM,YFB|YXG
58128,72437,Five Nights at Freddy's 04: Step Closer,"Scott Cawthon, Andrea Waggener, Elley Cooper",,,,Scholastic Ltd.,,YFCB,FF|FH|YFB|YFD
58129,58205,Five Nights at Freddy's: Fazbear Frights 05. Bunny Call,"Scott Cawthon, Elley Cooper, Andrea Waggener",,,,Scholastic Ltd.,,YFCB,FH|YFB|YFD
58132,38944,Five Senses,,,,,HERON BOOKS,,YBLN1,YNT
58133,69858,Five-Minute Sermons for Children: 56 Invitations to Grow in Grace,,,,,CARSON DELLOSA PUB,,YF,
58134,63513,Fix,Leslie Margolis,,,,SIMON PULSE,,YXD,YF
58135,38857,Fix It!,Suzanne I. Barchers,,,,SHELL EDUC PUB,,YF,
58136,36424,Fix It!/A Reparar!,,,,,CHILDS PLAY,,YF,
58137,61282,Fix Your Dragon's Attitude: Help Your Dragon To Adjust His Attitude. A Cute Children Story To Teach ,Steve Herman,,,,LIGHTNING SOURCE INC,,YXE,YF
58138,47129,Fizzlebert Stump: The Boy Who Ran Away from the Circus (and Joined the Library),A. F. Harrold,,,,BLOOMSBURY,,YFQ,
58139,21327,Flaggen,,,,,Dorling Kindersley,,YBG,5AG|YNMC
58140,45749,Flair,J L Platt,,,,Outskirts Press,,FMB,
58141,69804,Flame,Michelle M. Pillow,,,,The Raven Books LLC,,FL,FR
58142,65608,Flame,A. M. Burns,,,,Mystichawker Press,,FMW,
58143,53636,"Flame and the Cows: (Bedtime stories, Ages 5-8)",Anna-Stina Johansson,,,,LIGHTNING SOURCE INC,,YFP,YFJ
58145,45591,Flames,Nathina St. Felix,,,,Xlibris,,FM,
58146,9274,Flames of Fear: The Great Chicago Fire of 1871,Bonnie Highsmith Taylor,,,,PERFECTION LEARNING CORP,,YF,
58147,45403,Flamingo Is Brave: A Book about Feeling Scared,Sue Graves,,,,FRANKLIN WATTS,,YXE,YF
58148,20086,"Flamman och Vargen (Swedish Edition, Bedtime stories, Ages 5-8)",Anna-Stina Johansson,,,,LIGHTNING SOURCE INC,,YFP,
58149,39010,Flammen über Drachstaad,Heike Korfhage,,,,Xin E.V. Literaturverein,,FM,
58150,9942,Flammendunkel,Katrin Ils,,,,NOVA MD,,FMB,FMT
58152,35593,Flare,Joss Stirling,,,,FROST WOLF,,YFE,
58153,448,Flash,Mary Sigrist,,,,Lulu.com,,YFH,
58154,71198,Flash and Fancy - Book Two: Saving the River: More Otter Adventures on the Waccamaw River,"Doran Christine Thomas, Doran Tom",,,,PROSE PR,,YFC,YFP
58155,6375,"Flat Broke: The Theory, Practice and Destructive Properties of Greed",Gary Paulsen,,,,WENDY LAMB BOOKS,,YFQ,
58156,44523,Flat Shapes,,,,,HERON BOOKS,,YBLH,YNTM
58157,16237,Flauschi auf großer Fahrt,"Günther Haubold, Sigrid Moldt",,,,Books on Demand,,YFB,
58158,19912,Flawed,J. L. Spelbring,,,,Spencer Hill Press,,YFH,YFT
58160,21171,Fleisch,"Peter Lancester, John Aysa, Rainer Innreiter, Stef",,,,Eldur,,FKM,5X
58161,49532,Fleisch. Bd.2,"John Aysa, Thomas Backus, Torsten Exter, Alisha Go",,,,Eldur,,FKM,5X
58162,51091,Fleisch. Bd.4,"John Aysa, Jane Breslin, Torsten Exter, Antje Ippe",,,,Eldur,,FKM,5X
58164,70578,Flesh & Bone,Jonathan Maberry,,,,SIMON & SCHUSTER BOOKS YOU,,YFC,YFD
58165,28379,Flesh and Blood,Chris Priestley,,,,Barrington Stoke Ltd,,YFB,5AR
58166,39499,Fleur des Etoiles,Maxime Poupeney,,,,Books on Demand,,FLC,
58168,52836,Flieh Noyo flieh,Annette Kühlwein,,,,Books on Demand,,YFB,
58169,54483,Flight,Vanessa Harbour,,,,Firefly Press Ltd,,YFC,YFP|YFT
58171,46613,Flight Attendant Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike,Thithiaflightattendant,,,,INDEPENDENTLY PUBLISHED,,YF,
58172,56642,Flight To Facilis,Mikelyn H. Bolden,,,,Solletico Books,,FMB,
58173,1440,Flight of the Cloud Sailor,Mark Hazell,,,,New Generation Publishing,,YFH,
58174,76171,Flights of Fancy and Food for Thought,Linda Anne Monica Schneider,,,,AuthorHouse,,FM,
58177,34151,Floating,Karen Henderson,,,,AUTHORHOUSE,,YFR,
58178,47459,Flood,,,,,Curious Fox,,YXZG,YF
58180,55536,"Flor de invierno: Libro juvenil de Aventuras, Suspense y Fantasía (a partir de 12 años) (Piedras Ver",Enrique Gómez Medina,,,,LIGHTNING SOURCE INC,,YFC,YFH
58181,20297,Flora & Ulysses,Kate DiCamillo,,,,Walker Books Ltd,,YFB,5AJ|YFQ
58182,55951,Flora & Ulysses: Tie-in Edition,Kate DiCamillo,,,,Walker Books Ltd.,,XADC,YBL|YFP|YNU
58184,55843,Florist Because Freakin Badass Is Not an Official Job Title: Appreciate Your Friend with This Funny ,Occupation Notebook,,,,INDEPENDENTLY PUBLISHED,,YF,
58185,19957,Fluch der sieben Seelen,Adalyn Grace,,,,Piper Verlag GmbH,,FMB,
58186,38081,Fluch des Mantikor (remastered),"Ulrich Kiesow, Heinz Thiemann, Hadmar Wieser",,,,Ulisses Spiel & Medien,,WDHW,FMB|WDHW
58188,29359,"Fluch und Schimpfmalbuch für Erwachsene: 40 entspannende Malvorlagen zum Ausmalen mit Tieren, Mandal",Potty Mouth Coloring,,,,LIGHTNING SOURCE INC,,YBG,
58189,36670,Flucht aus Afrika,,,,,Geest-Verlag GmbH,,YNMC,YBL
58191,63491,Flucht der Saurier,Klaus Seibel,,,,Books on Demand,,FL,
58192,10230,Fluffy Coloring Book,Speedy Publishing Llc,,,,Speedy Publishing LLC,,YBL,
58194,34834,Flugzeuge,,,,,Dorling Kindersley Verlag,,YNPH1,5AH|4CD|WGM|YBG|YBL|YNMH|YNTR
58195,39691,"Flugzeuge, Schiffe, Raumfahrzeuge",Ilaria Barsotti,,,,Ullmann Medien GmbH,,YNTR,YBG|YBL|YNTR
58198,59155,Fluorescence,P. Anastasia,,,,P. Anastasia,,YFB,YXW
58199,75006,"Flurry of the Snombies: Branches Book (Notebook of Doom #7), Volume 7",Troy Cummings,,,,SCHOLASTIC,,YFD,YFQ
58200,26671,Flush: La Odisea de la Playa / Flush,Carl Hiaasen,,,,ALFAGUARA INFANTIL,,YFCF,YFN|YFP
58201,36942,Flusshexe,János Kemény,,,,epubli,,FV,
58202,10079,Flutterbugs: The Story of Spice & Cabbage,"Artrise Edwards, Darrin Gladman, Litzi Valdivia-Ca",,,,LIGHTNING SOURCE INC,,YXPB,YF
58203,21630,Flutterby: The Fantabulous Butterfly,Rebecca Marriott Stout,,,,WESTBOW PR,,YFP,
58204,59264,"Fly by Night by Arthur Dekker Savage, Science Fiction, Fantasy",Arthur Dekker Savage,,,,Aegypan,,FM,
58205,53787,Fly on the Wall: How One Girl Saw Everything,E. Lockhart,,,,DELACORTE PR,,YFHD,
58206,47629,"Fly, May FLY!",,,,,Ransom Publishing,,YFT,5AX
58207,32599,Flyboy,Tom Palmer,,,,Barrington Stoke Ltd,,YFB,5AJ|5AR
58210,19948,Flying Furballs 6,Donovan Bixley,,,,Upstart Press Ltd,,YFC,
58212,64140,FlÙgel der Finsternis,Mark O'Doherty,,,,Lulu.com,,FM,
58213,68717,Flätscher - Doppelter Einsatz,Antje Szillat,,,,dtv Verlagsgesellschaft,,YFCF,5AJ|YFC|YFQ|YXHB
58215,8049,Flügelschlag,Jeanine Krock,,,,Heyne Taschenbuch,,FMR,
58216,37104,Flüsternde Wahrheit,Maron Fuchs,,,,Tagträumer Verlag,,YFHR,5AQ|5AX|5JA|5JB|FJH|FMB|FMH|FMM|FMR|FMX|FN|FYV|YFHR
58217,49546,Focus,Naomi Charles,,,,LIGHTNING SOURCE INC,,YFCF,
58219,13688,Folienzauber: Blütenpracht,,,,,Loewe Verlag,,,5JA|5JB
58220,46256,Folienzauber: Tierreich,,,,,Loewe Verlag,,WFX,WZG|YBGC
58222,48868,Folk Tales and Heroes of Wales: Volume 3,John Owen Huws,,,,Gwasg Carreg Gwalch,,YPJJ3,YFJ
58223,19507,Follow the Drinking Gourd: An Underground Railroad Story,David Burgess,,,,PICTURE WINDOW BOOKS,,YF,
58224,70585,Following the Fox's Tail,Vicky Edwards,,,,Brown Dog Books,,YFC,
58225,49542,Food Chain,M.P. Robertson,,,,from you to me Limited,,YFB,YFH|YFQ|YFU
58226,64772,"Food Dancer: Traveling, Tasting and Twirling Around the World",Jaci Ohayon,,,,ARCHWAY PUB,,YF,
58227,16127,Food Fight,Deborah Sherman,,,,FITZHENRY & WHITESIDE,,YFQ,YFS
58228,25137,Food: A Can-You-Find-It Book,Sarah L. Schuette,,,,PEBBLE BOOKS,,YNPC,YBL|YNV
58229,50457,Fool's Gold,Richard Braden,,,,iUniverse,,YFT,
58230,73436,Fooled,Kendall Grey,,,,Howling Mad Press,,FMW,
58231,48914,Football Hero,Tim Green,,,,HARPERCOLLINS,,YFC,YFN|YFR
58232,68014,Football School Season 2: Where Football Explains the World,"Alex Bellos, Spike Gerrell, Ben Lyttleton",,,,Walker Books Ltd,,YNWD1,YNG|YNT|YNUC
58233,25730,Football Star,Michele Jakubowski,,,,Curious Fox,,YFB,5AD
58234,43939,Football's not the only Game,Alan Combes,,,,LIGHTNING SOURCE INC,,YFZR,
58235,31330,Footprints in the Sand,"Erik Daniel Shein, Melissa Davis",,,,World Castle Publishing,,YNNJ2,YFP
58236,62617,Footprints in the Stars,"Robert Greenberger, James Chambers",,,,eSpec Books,,DNT,FL
58237,14019,For Freedom: The Story of a French Spy,Kimberly Brubaker Bradley,,,,DELL CHILDRENS INTL,,NHTZ1,1D|YFT
58239,41090,For Money and Love,Todd Strasser,,,,Simon Pulse,,YFB,YX
58240,4020,"For Real, I Paraded in My Underpants!: The Story of the Emperor's New Clothes as Told by the Emperor",Nancy Loewen,,,,PICTURE WINDOW BOOKS,,YFJ,YFQ
58241,4385,For the Guild,Michael Chatfield,,,,MC Publishing Inc.,,FJ,FL
58242,66976,Forbearance,C. William Ochsenhirt,,,,iUniverse,,FL,
58243,69656,Forbidden,Eve Bunting,,,,HOUGHTON MIFFLIN,,YFC,YFH|YFM
58244,1451,Forbidden,Clair Conway,,,,Xlibris US,,FM,
58245,48357,Forbidden,Mary E Thompson,,,,BluEyed Press,,FRM,
58246,67546,Forbidden,"Melinda Hammond, Denita Browning",,,,Tropical Writing Services,,YFCF,
58247,63142,Forbidden City,William Bell,,,,DELL CHILDRENS INTL,,YFT,1F|YXQ
58248,73605,Forced Perspectives,Tim Powers,,,,BAEN,,FMX,
58249,74785,Forecast from Stonehenge [With 2 Trading Cards],R. A. Montgomery,,,,CHOOSECO LLC,,YFCA,YFP
58250,45761,Foreigners,Jay Zhou,,,,Xlibris,,FLU,
58251,68162,Forensics,"National Geographic Kids, Anne Ruppert, Kate Messn",,,,National Geographic Kids,,YFCF,YNT
58252,66723,Foresthill A New Beginning: A New Beginning,M. Dutchy,,,,BELIEVERS PUB,,FMT,
58253,74703,Foretold: 14 Stories of Prophecy and Prediction,,,,,EMBER,,YFM,
58254,5530,Forever,Natalie J. Case,,,,BLURB INC,,FC,FK|FM
58255,12590,Forever,Maggie Stiefvater,,,,Scholastic,,YFHR,5AP|YFC
58256,40446,Forge,Laurie Halse Anderson,,,,ATHENEUM BOOKS,,YFT,1KBB
58257,23337,Forged,Erin Bowman,,,,HARPERCOLLINS,,YFC,YFE|YFG
58258,220,"Forged in Blood, Volume 8",,,,,BAEN,,FLR,
58260,45014,Forgive One Another - Ephesians 4: 32: a Memory Verse Kids book,Krystena Lee,,,,LIGHTNING SOURCE INC,,YFK,
58261,20227,Forgiveness,Greg Schaffer,,,,Second Chance Publishing,,FM,
58262,36123,Forgotten,Fritzy,,,,AuthorHouse,,FM,
58263,59271,Forgotten,"P.C. Cast, Kristin Cast",,,,Head of Zeus,,YFCB,YFD|YFH
58264,58973,Forgotten,Cat Patrick,,,,LITTLE BROWN & CO,,YXLD2,YFN
58267,72565,Formula S,Fabio Olla,,,,Lulu.com,,YFB,
58269,12994,Forschungsdrang und Rollenspiel,"Sebastian Bolte, Stefan Donecker, Karin Fenböck, B",,,,Ulisses Spiel & Medien,,FM,FMB|WDHW
58270,74481,Fort,Cynthia C. DeFelice,,,,SQUARE FISH,,YXHB,YFR|YXQ
58271,10754,"Fort on Fourth Street, The: A Story about the Six Simple Machines",Lois Spangler,,,,ARBORDALE PUB,,YF,
58272,67818,Fortress Earth,"Hightower Travis Hightower, Travis Hightower",,,,iUniverse,,FJ,FL
58273,66139,Fortune & the Fairy,Alexandra Marie Mazzucco,,,,Xlibris,,YFJ,
58274,4109,Fosiles: (fossils),Xist Publishing,,,,XIST PUB,,YFP,
58275,6135,Foster Parent Only Because Multitasking Ninja Is Not an Actual Job Title: It's Like Riding a Bike. E,Thithiafosterparent,,,,INDEPENDENTLY PUBLISHED,,YF,
58276,12772,Foul,Patrick Hueller,,,,LERNER CLASSROOM,,YFD,
58277,29931,Foul Play,Beverly Scudamore,,,,LORIMER CHILDREN & TEENS,,YXHB,YFR
58278,19124,Foul Play,Tom Palmer,,,,Penguin Random House Children's UK,,YFB,5AK
58279,72510,Foul Play,Franklin W. Dixon,,,,ALADDIN,,YFCF,
58280,60890,Found,"P.C. Cast, Kristin Cast",,,,Head of Zeus,,YFCB,5AN|YFD|YFH
58281,25113,Found Treasure,Grace Livingston Hill,,,,Lulu.com,,YFB,YXW
58282,15089,Found by Vampires,Joy Mosby,,,,RUBY GULCH ENTERPRISES LLC,,VXQM2,FRT
58283,67129,Four,T. K. Wrathbone,,,,Royal Star Publishing,,YFH,YNX
58284,61053,Four Corners,Kristin Durfee,,,,Black Opal Books,,YFH,
58285,1360,Four Rivers,Karisa Delay,,,,Vendera Publishing,,FL,
58286,65483,Fourth Grade Fairy Complete Collection: Fourth Grade Fairy; Wishes for Beginners; Gnome Invasion,Eileen Cook,,,,ALADDIN,,YFH,
58288,1637,Fox & Chick: The Quiet Boat Ride,Sergio Ruzzier,,,,Chronicle Books,,YFB,
58289,73121,Fox Fables (English/Italian),Dawn Casey,,,,Mantra Lingua,,YFJ,
58290,11599,Fox Hunt,Ellis Leigh,,,,Kinship Press,,FRT,
58292,45850,Fractions,Penny Dowdy,,,,CRABTREE PUB,,YNTM,
58293,37425,Fracture,Megan Miranda,,,,Bloomsbury Publishing PLC,,YFCB,5AN
58294,59090,Fractured: Dereck Dillinger and the Crystal Ball,Eddie McPherson,,,,BOOKBABY,,YFC,
58296,44795,"Frag doch mal ... die Maus!: Pipi, Pups und Zähneputzen",Petra Klose,,,,Carlsen Verlag GmbH,,YBLN,5ABK|YBG|YBLP|YNP|YXA
58297,5344,Fragenbär - Mein bärenstarker Mandala-Block,Bengt Fels,,,,Spielend Lernen,,Y,
58298,7083,Fragmentation,Gregg Cameron,,,,AuthorHouse,,FL,
58299,50836,Fram: Calatorie Cu Peripetii,Adrian Barbu,,,,INTERCONFESSIONAL BIBLE SOC OF,,YF,
58300,66520,Framed,Carolyn Keene,,,,ALADDIN,,YFCF,
58301,2098,Francis the Horse That Is,Sonia B McNulty,,,,Sonia B McNulty,,YFQ,
58302,22997,Frankenstein (Dover Graphic Novel Classics),Mary Shelley,,,,DOVER PUBN INC,,YFA,YFD
