itemID|title|titleFound|author_raw|author_api|language|collection|isbn|publisher_raw|publisher_api|publishedDate|description|main topic|subtopics|thumbnail|maturityRating|pageCount|isEbook
35135|Bringe deinem Drachen Verantwortung bei: (Train Your Dragon To Be Responsible) Bringe deinem Drachen||Steve Herman|||||LIGHTNING SOURCE INC||||YF|                                ||||
29826|Brink||Harry Manners|||||Harry Manners||||FM|                                ||||
36781|Brock||Anthony McGowan|||||Barrington Stoke Ltd||||YFB| 5AR                               ||||
2318|Broken||J. L. Drake|||||Limitless Publishing||||FRM|                                ||||
68658|Broken||Alyxandra Harvey-Fitzhenry|||||Tradewind Books||||YFB|                                ||||
44726|Broken Circle||Christopher Dinsdale|||||NAPOLEON & CO||||YFT| 1KBB 1KBC                              ||||
74704|Broken Code||Raginmund|||||Books on Demand||||FB|                                ||||
34937|Broken Council: A Space Opera, Post-Apocalyptic LitRPG||Tao Wong|||||INTO THE VOID||||FLR| FLS FLU                             ||||
29917|Broken Curse||Brenda Felber|||||Laughing Deer Press||||YFCF|                                ||||
36992|Broken Mirror (hardcover)||Cody Sisco|||||Resonant Earth Publishing||||FL|                                ||||
46637|Broken Road||Stephen Michael Zimmerman|||||iUniverse||||FMH|                                ||||
56758|Broken Rules||Tracy Porter|||||AuthorHouse||||FM|                                ||||
39642|Brother Be Gone!, Volume 5||Trish Granted|||||LITTLE SIMON||||YXHB| YFH                              ||||
63218|Brothers of the Heart: A Story of the Old Northwest, 1837-1838||Joan W. Blos|||||ALADDIN||||YFT| 1KBB                              ||||
60769|Brothers to the Death||Darren Shan|||||HarperCollins Publishers||||YFD| 5AK                               ||||
43029|Brown||Håkon Øvreås|||||ENCHANTED LION BOOKS||||YXHB| YFH YXQ                              ||||
50226|Brown||Anna C. Peterson|||||TADPOLE BOOKS||||YBLC| YBLD YBLH                              ||||
2829|Brown Boy||Daphnie Glenn|||||PALMETTO PUB GROUP||||YXPB| YF                               ||||
23290|Brownie & Pearl Go for a Spin||Cynthia Rylant|||||SIMON SPOTLIGHT||||YXHB| YF                               ||||
8486|Brujo||J. Stewart|||||Outskirts Press||||YFU|                                ||||
78969|Bruno Dreams (China, America, Nepal)||Faz Kari|||||LIGHTNING SOURCE INC||||YF|                              ||||
44197|Brush||Bambi Davis|||||Xlibris||||YFU|                                ||||
21771|Brushalot: The Tale of the Tooth Fairy||Ian Wilms|||||FRIESENPR||||YBLN1| YFQ                               ||||
57770|Brutal||Michael Harmon|||||KNOPF||||YXQF| YFN YFS YXF                             ||||
74440|Bubble Chamber||S. C. H. Thurston|||||Xlibris||||FL|                                ||||
9318|Bubble Gum Rescue||Helen Perelman|||||ALADDIN||||YFH|                                ||||
44060|Bubbles||Huy Truong|||||DIMENSION ENTERTAINMENT||||YBLJ| YFC YFP                              ||||
48097|Bubbles||Abby Cooper|||||St Martin's Press||||YXHL| YFH                               ||||
75516|Buchanan||G. J. Torok|||||Xlibris||||FJ| FL                               ||||
77544|Bücher über das Zeichnen für Kinder (Raster zeichnen für Kinder - Flächen): Dieses Buch bringt Kinde||James Manning|||||LIGHTNING SOURCE INC||||YBG| YNA YNV                              ||||
55646|Bücher über das Zeichnen, Schritt für Schritt (Raster zeichnen für Kinder - Cartoons): Dieses Buch b||James Manning|||||LIGHTNING SOURCE INC||||YBG| YNA YNV                             ||||
34185|Bücher zum Zeichnen für Kinder 5 - 7 Jahre (Raster zeichnen für Kinder - Volume 2): Dieses Buch brin||James Manning|||||LIGHTNING SOURCE INC||||YBG| YNA YNV                              ||||
11596|Buckle Up: A Children's Imaginary Journey about Self-Control||Stephanie Scott|||||FRIESENPR||||YFCA| YXE                               ||||
20590|Buddy||Nigel Hinton|||||Penguin Random House Children's UK||||YFB|                                ||||
38335|Buffalo Herd||Godfrey Coppinger|||||HBE Publishing||||YFJ|                                ||||
29488|Bug Belly||Paul Morton|||||Five Quills||||YFB|                                ||||
36778|Bug Belly: Froggy Rescue||Paul Morton|||||Five Quills||||YFQ|                                ||||
5723|Bugs in the Garden|||||||Innovative Kids,US||||YBL|                               ||||
62975|Bugville Critters Remember Their Manners (Bugville Critters #19)||Robert Stanek|||||Reagent Press Books for Young Readers||||YFB| YX                               ||||
22001|Buhito saca sus bríos||Brenda Ponnay|||||XIST PUB||||YFP| YFR                               ||||
69973|Builder||Lucy M. George|||||Frances Lincoln Publishers Ltd||||YBLP| 5AC                               ||||
57409|Buk|||||||Monster Books||||YFA|                                ||||
63287|BUKKENE BRUSE||Roar Alexander Mikalsen|||||LIFE LIBERTY PRODUCTIONS||||FMB|                                ||||
10942|Bull||David Elliott|||||HOUGHTON MIFFLIN||||YFA| YFJ YFV                              ||||
5227|Bulldogs||Valerie Bodden|||||CREATIVE ED & PAPERBACKS||||YNNJ21| YNNH                               ||||
14997|Bully Bully||Christy Graham|||||Balboa Press||||YFC|                                ||||
20345|Bump's Circus||C. R. Bryan|||||Trafford Publishing||||YFH|                                ||||
22938|Bunk||Jamie Nash|||||LIGHTNING SOURCE INC||||YFH|                                ||||
22098|Bunny vs Monkey 6: Apocalypse||Jamie Smart|||||David Fickling Books||||XADC| YF                               ||||
72453|Bunny vs Monkey and the Human Invasion||Jamie Smart|||||David Fickling Books||||XADC| YFP YFQ                              ||||
49553|Bunt & kreativ - Das Bastelbuch für Kinder||Judith Watschinger|||||Velber Verlag||||JBSP1| JBSP1 WFTM YBL                             ||||
19127|Buon 11 Compleanno: Regali Per Bambini O Bambine - Con Spazio Per Scrivere E Disegnare - Diario O Ag||Riviste Originali|||||INDEPENDENTLY PUBLISHED||||YNMD| 5HKA                               ||||
40602|Buon 4 Compleanno: Regali Per Bambini O Bambine - Con Spazio Per Scrivere E Disegnare - Diario O Age||Riviste Originali|||||INDEPENDENTLY PUBLISHED||||YNMD| 5HKA                               ||||
44285|Buon compleanno, drago!: (Happy Birthday, Dragon!) Una simpatica e divertente storia per bambini, pe||Steve Herman|||||LIGHTNING SOURCE INC||||YF| 5HKA                            ||||
"3168|7351"|Burn||Patrick Ness|||||Walker Books Ltd.||||"YFCB|YF"|"                                |  YFB YFH                              "||||
26770|Burn the Dark: Malus Domestica #1||S. A. Hunt|||||TOR BOOKS||||FK| FM                               ||||
27686|Burner||J. S. Lenore|||||Paranoid Shark Productions, LLC||||FMX|                               ||||
63815|Burning (Amethyst #2)||Silvia Castellano|||||LIGHTNING SOURCE INC||||FM|                                ||||
18382|Busted||Phil Bildner|||||Simon & Schuster Books for Young Readers||||YXHL| YFM                               ||||
231|Busted||Gina Ciocca|||||SOURCEBOOKS FIRE||||YXHL| YFM YXHB                              ||||
34869|Butter||Erin Jade Lange|||||BLOOMSBURY||||YXQF| YF YXD YXGS                             ||||
51324|Butter||Erin Lange|||||Faber & Faber||||YFB|                                ||||
72563|Butterflies||Simone Bauer|||||TWENTYSIX||||YFHR| 5JA FMR                              ||||
73318|Butterfly||Sonya Hartnett|||||CANDLEWICK BOOKS||||YXE| YF                               ||||
17021|Butty and the Mosquito||Bassey Ubong|||||Trafford Publishing||||FJ| FL                               ||||
34520|By Chance: Premium Hardcover Edition||June V. Bourgo|||||BLURB INC||||FF| FM                               ||||
24739|By Earth||T. Thorn Coyle|||||PF Publishing||||FM|                                ||||
78194|By Sea||T. Thorn Coyle|||||PF Publishing||||FM|                                ||||
13323|By the Numbers 3.14: 110.01 Cool Infographics Packed with STATS and Figures||National Geographic Kids|||||NATL GEOGRAPHIC SOC||||YBLC| YN                               ||||
74815|By Wind||T Thorn Coyle|||||PF Publishing||||FM|                                ||||
41652|By Your Side||Kasie West|||||Harper Collins Publ. USA||||YXHL| 5AP YFM YXHB                             ||||
21357|By Your Side||Beth Anne Miller|||||Ravensburger Verlag||||YFM| 5AQ FR FRD YFB YFM                           ||||
14860|Bykow-Trilogie 02. Kapitän Bykow||Boris Strugatzki|||||Golkonda Verlag||||FLC| 1DTA                               ||||
3161|Bykow-Trilogie 1. Atomvulkan Golkonda||Boris Strugatzki|||||Golkonda Verlag||||FLC| 1DTA                               ||||
66795|C Is for Christmas||Michelle Medlock Adams|||||LITTLE LAMB BOOKS||||YBLA| 5HPD YNMD YNRM                             ||||
71118|C.C.||William G. Walsh Sr|||||AuthorHouse||||FL|                                ||||
48278|C.L.O.E.: Creature Liquid Organic Extreme||Andrea Fuselli|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
72028|Cabin Boy||Averyl O Reed|||||iUniverse||||YNTR| YFB                               ||||
15659|Cadence||Dianne J. Wilson|||||PELICAN VENTURES LLC||||YFK|                                ||||
36336|Cães: Mundo dos Bravos||Floresval de Jesus Rocha Filho|||||LIGHTNING SOURCE INC||||YFC|                                ||||
26776|Caida Libre||Roderick Gordon, Brian Williams|||||URANO PUB INC||||YFC| YFH                              ||||
34383|Caillou: As Good as New: Ecology Club|||||||CAILLOU||||YFZZ| YFP                               ||||
39881|Caillou: Fresh from the Farm: Ecology Club|||||||CAILLOU||||YFZZ| YFP                               ||||
13777|Caillou: The Firefighter|||||||CAILLOU||||YFZZ|                                ||||
75985|CAINO||Osvaldo Felace|||||Lulu.com||||FL|                                ||||
32942|Cake for Breakfast Every Day - English/Italian edition||Kathleen Rasche|||||LIGHTNING SOURCE INC||||YFQ|                                ||||
36773|Caledonia Dreamin - Strange Fiction of Scottish Descent|||||||Eibonvale Press||||DNT| FL                               ||||
20657|Caliban||Lorina Stephens|||||Five Rivers Publishing||||FJ| FL                               ||||
65555|Cálico||Georgeanna Scardino|||||Xlibris||||YNNJ22| YFP YNNH2                              ||||
55173|Calitare||Alixandria DeSpain and Lucinda Laughlin|||||Xlibris||||FM|                                ||||
67954|Call of the Sea||Michelle M. Pillow|||||The Raven Books LLC||||VXQM2| FRT                               ||||
72515|Called Up||Steven Sandor|||||LORIMER CHILDREN & TEENS||||YXHB| YFR                               ||||
2814|Calling on Dragons: Enchanted Forest Chronicles Bk 3||Patricia C. Wrede|||||Houghton Mifflin Harcourt Publishing Company||||YFH|                                ||||
48517|Calvin||Martine Leavitt|||||SQUARE FISH||||YXLD| YF YXW                              ||||
73228|Camille's Team: Social Skills: Cooperation||Stuart J. Murphy|||||CHARLESBRIDGE PUB||||YF|                                ||||
11868|Camp Castaway||Belinda Murrell|||||PENGUIN AUSTRALIA||||YXHB| YFR                               ||||
40641|Camp Dork, Volume 2||Beth Vrabel|||||SKY PONY PR||||YXHB| YFR YXHL                             ||||
46524|Camping Adventures With Lora: The Spooky Stories Told Down Long Winding River||Carol Milligan Babson|||||LIGHTNING SOURCE INC||||YFD|                                ||||
23637|Can A Unicorn Help Me Deal With Bullying?: A Cute Children Story To Teach Kids To Deal with Bullying||Steve Herman|||||LIGHTNING SOURCE INC||||YXQ| YF                               ||||
8127|Can A Unicorn Help Me Make Good Choices?: A Cute Children Story to Teach Kids About Choices and Cons||Steve Herman|||||LIGHTNING SOURCE INC||||YXE| YF                               ||||
31893|Can I||Jessie Nagra|||||FRIESENPR||||YFR| YXE                               ||||
32380|Can We Watch?||S. A. Dymond|||||Chunky Pops Publishing, LLC||||YFB| YXW                              ||||
73502|Can You Count Backwards? Number Mastery for Kids   Children's Math Books||Baby|||||Baby Professor||||YBLC|                                ||||
28438|Candy Fairies Super Special: A Royal Wedding||Helen Perelman|||||ALADDIN||||YFH|                                ||||
76652|Cangrejo y Ballena: mindfulness para niños: la introducción más fácil, sencilla y bella a la atenció||Christiane Kerr|||||LIGHTNING SOURCE INC||||YF|                               ||||
53943|Cannellonin sirkus perinteiden pauloissa: Finnish Edition of Circus Cannelloni Invades Britain||Tuula Pere|||||WICKWICK LTD||||YFQ|                                ||||
63168|Can't Catch Me: And Other Twice-Told Tales||Michael Cadnum|||||TACHYON PUBN||||FYB| FN                               ||||
17343|Cant Stop Notebook: Lined Journal for Fairy Tale, Unicorn and Cookie Fans - Paperback, Diary Gift fo||Unicorn Notes|||||INDEPENDENTLY PUBLISHED||||YFH|                              ||||
57500|Capital Mysteries #2: Kidnapped at the Capital||Ron Roy|||||GOLDEN BOOKS PUB CO INC||||YFCF|                                ||||
50698|Capital Mysteries #3: The Skeleton in the Smithsonian||Ron Roy|||||GOLDEN BOOKS PUB CO INC||||YFCF|                                ||||
78753|Caprice||Lorelei Bell|||||BLURB INC||||FMX| FRT                               ||||
27681|Capricorn||Natasha Garmany|||||Xlibris US||||FM|                                ||||
22622|Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business||Esphyr Slobodkina|||||HARPERCOLLINS||||YFA| YFQ                              ||||
77239|Captain||Sam Angus|||||Pan Macmillan||||YFC| 5AK YFP YFT                             ||||
16102|Captain Future 5: Die sieben Weltraumsteine||Edmond Hamilton|||||Golkonda Verlag||||FLC| FLS                               ||||
73179|Captivate||Ms. Carrie Jones|||||Bloomsbury Publishing PLC||||YFH| YFM                               ||||
38816|Captive||Lori Holmes|||||Lori Holmes||||FMH|                                ||||
63740|Caravan||R. A. Montgomery|||||CHOOSECO LLC||||YFCA| YFP                               ||||
14256|Cardiologist Because Freakin Badass Is Not an Official Job Title: Appreciate Your Friend with This F||Cardiologist Notebook|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
58244|Career Day||Tia Palmer|||||LIGHTNING SOURCE INC||||YF|                                ||||
48982|Carmen Sandiego: Jetpack Attack (Choose-Your-Own Capers)||Houghton Mifflin Harcourt|||||Houghton Mifflin Harcourt Publishing Company||||YFCF| YFB YFS YXF                             ||||
28541|Caroline||Christy Henry|||||NOLA-Verlag||||FM| FT                               ||||
72202|Carrie and the Great Storm: A Galveston Hurricane Survival Story||Jessica Gunderson|||||STONE ARCH BOOKS||||YFC| 1KBB YFT                              ||||
73123|Carrot||Vanita Oelschlager|||||VANITA BOOKS||||YFP| YFQ YXD                              ||||
53554|Cars 2: Super Spies||Random House Disney|||||RANDOM HOUSE DISNEY||||YFCF|                                ||||
67192|Casey and Max||Kimberly Bray|||||Fulton Books||||YFH|                                ||||
36883|Cassiopeia||Sophie Stein|||||Sweek||||FM|                                ||||
76832|Casson Family: Caddy's World||Hilary McKay|||||Hachette Children's Group||||YFB|                                ||||
56385|Casson Family: Indigo's Star||Hilary Mckay|||||Hachette Children's Group||||YFB| YXT                               ||||
65649|Casson Family: Permanent Rose||Hilary McKay|||||Hachette Children's Group||||YFB|                                ||||
27623|Cast Away||Lynne Cairns|||||Lynne Cairns||||YFB| 1M YNM                              ||||
28901|Cast Two Shadows: The American Revolution in the South||Ann Rinaldi|||||HARCOURT BRACE & CO||||YFT| 1KBB                               ||||
1115|Cast Your Ballot!, Volume 9||Rachel Wise|||||SIMON SPOTLIGHT||||YXHB| YF YXE                             ||||
53112|Castaway Resolution, Volume 6||Eric Flint, Ryk E. Spoor|||||BAEN||||FLS|                              ||||
56446|Cat Vs Dog||Narinder Dhami|||||HarperCollins Publishers||||YPCA21| 4CD 2ACB YF                             ||||
22794|Cataclysm||Kerry Forrestal, John Fracchia|||||Bedlam Boys Publishing||||FL|                               ||||
41930|Catch a Falling Star||Michael Beyer|||||iUniverse||||YFQ|                                ||||
55534|Catch Me||Parker Blue|||||Bell Bridge Books||||YFH|                                ||||
58775|Cathedral||R. E. Metzel|||||AuthorHouse||||FM|                                ||||
35318|Catherina and the Incredible Stripy Pants||Samantha Pearce|||||TROUBADOR PUB LTD||||YFP| YFN                               ||||
15714|Catherine||Dale Cooper|||||Books on Demand||||FM|                                ||||
48499|Catherine||April Lindner|||||POPPY BOOKS||||YXHL| YFA YFM                              ||||
55744|Catwoman||Louise Simonson|||||Capstone Global Library Ltd||||YFC|                                ||||
43524|Caught||Robbie Michaels|||||Dreamspinner Press LLC||||YFB| 5PS YXB                              ||||
77278|CAUGHT!||Roberts|||||ATH  - ATHENEUM BOOKS||||YFCF|                                ||||
7956|Cave Discovery: When Did We Start Asking Questions?||Julia Golding, Andrew Briggs, Roger Wagner|||||LION HUDSON||||YFK| YFT                             ||||
23957|Caza de brujas||Colleen Cross|||||Slice Publishing||||VXWM| FRT                               ||||
42655|Cece The Glowing Seahorse||Farah J. Ahmed|||||Austin Macauley||||YFH|                                ||||
11725|Cedar Lane||JAN TURNER|||||Austin Macauley||||FF| FH                               ||||
28220|Celebra Kwanzaa Con Botitas y Sus Gatitos / Celebrate Kwanzaa with Boots and Her Kittens (Spanish Ed||Alma Flor Ada, F. Isabel Campoy|||||LOQUELEO||||YNMC| YNMD                              ||||
52253|Celestial||Shaquille Louis Brown|||||Xlibris||||FL|                                ||||
"32440|13503"|Celestial||Olivia Wildenstein|||||LIGHTNING SOURCE INC||||"FMT|FRT"|"                                |  FRT                               "||||
14825|Census Taker? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Collea||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
35518|Centurion||Steven F. Warnock|||||Lulu.com||||FL|                                ||||
64808|Cenusa - Asche zu Asche||Stefanie Mühlsteph|||||Art Skript Phantastik||||| 1DTM 1DXR FLM FMH FMR FMX FN FRM 3MPBF                       ||||
25529|Cerdo Y Cerdito/Big Pig and Little Pig||David Mcphail|||||HOUGHTON MIFFLIN||||YFP|                                ||||
20755|Cereus & Limnic||Keith Hayden|||||Social Arts and Technical Alliance||||FLR|                                ||||
70222|C'Est Un Comble||Le Goff|||||TOURBILLON||||YF|                                ||||
"57920|50972"|Chains||Laurie Halse Anderson|||||SIMON & SCHUSTER BOOKS YOU||||YFT| 1KBB                               ||||
12673|Challenger & Company||Arthur Conan Doyle|||||LEONAUR||||FJ| FL                               ||||
38392|Chameleon||Sarah Holding|||||Troubador Publishing Ltd||||YFG|                                ||||
42638|Chanchito|||||||Applewood Books||||YFB| 5PB US H 1KBB YNM                             ||||
39966|Chancho El Mentiroso (Pig the Fibber)||Aaron Blabey|||||SCHOLASTIC||||YFP|                                ||||
"15354|54973"|Change Agent||Daniel Suarez|||||Penguin Putnam Inc||||"FBA|FHK"|"                                |  FF FJ FL                             "||||
72814|Change of Life||Samantha Bryant|||||Falstaff Books, LLC||||FM|                               ||||
25382|Changing Ways||Julia Tannenbaum|||||LIGHTNING SOURCE INC||||YXLD2| YF                               ||||
7071|Chanticleer and the Fox||Geoffrey Chaucer|||||HARPERCOLLINS||||YFA| YFP                               ||||
41864|Chaos in the Cosmos||Irene Edwards|||||Cambria Books||||YFH|                                ||||
45508|Charisma||Jeanne Ryan|||||Simon & Schuster Ltd||||YFCB|                                ||||
58866|Charles Dickens: David Copperfield|||||||SWEET CHERRY PUBLISHING||||YFA|                                ||||
38491|Charles Dickens: The Old Curiosity Shop|||||||SWEET CHERRY PUBLISHING||||YFA|                                ||||
14810|Charles, A Dragon||Gary L. Henderson|||||RNWC Media LLC DBA of Rivendell Systems LLC||||YFQ|                               ||||
67794|Charlie and Nigel: The Lost Treasure of Devereux||Jacey Randall|||||PAGE PUB||||FMT| FLG                               ||||
8919|Charlie Joe Jackson's Guide to Summer Vacation||Tommy Greenwald|||||SQUARE FISH||||YFQ| YFR                               ||||
38901|Charlie Red Can Help (Grade K): Inspired by the Life of Dr. Charles R. Drew||Sapphire Jule King|||||LIGHTNING SOURCE INC||||YXHB| 1KBB YF                              ||||
32869|Charlie Small: The Hawk's Nest||Charlie Small|||||Penguin Random House Children's UK||||YFC| 5AH                               ||||
31749|Charlie Snufflesnout: Making recycling fun for children.||Cat Fisher|||||LIGHTNING SOURCE INC||||YFD|                                ||||
25429|Charlie's Gobstoppingly Great Sticker Activity Book||Roald Dahl|||||GROSSET DUNLAP||||YBG| YF                               ||||
39102|Charlotte||Helen Hughes Vick|||||Roberts Rinehart||||YFU|                                ||||
70867|Charlotte and the-ings: Saving Charlotte Ryan||Mark Dobson, Lee Ellis|||||LIGHTNING SOURCE INC||||YFCA|                               ||||
49805|Charmed and Dangerous: The Rise of the Pretty Committee: The Clique Prequel||Lisi Harrison|||||POPPY BOOKS||||YFS| YXQ                               ||||
13740|Chasers||James Phelan|||||Little, Brown Book Group||||YFCB|                               ||||
68913|Chat Gerisè a: Haitian Creole Edition of The Healer Cat||Tuula Pere|||||WICKWICK LTD||||YFC| YFP                               ||||
75900|Chatoyant||Sarah Elle Emm|||||Winter Goose Publishing||||YFE|                                ||||
69289|Chaturanga-S.S. Rajamouli's BAHUBALI||Anand Neelakantan|||||Westland Publications Limited||||FM| FT                               ||||
71773|Chelovek, kotoryj boyalsya temnoty||Vladimir Kubasov|||||YAM||||FKW|                               ||||
50877|Cherry Blossom||Ruth Welsford|||||Austin Macauley||||YFR|                                ||||
31488|Cherub 07. The Fall||Robert Muchamore|||||Hachette Children's  Book||||YFCF| 5AK 5AM 5AN 4CL YFB YFCB                          ||||
66220|Cherub Vol 2, Book 4: Lone Wolf||Robert Muchamore|||||HODDER & STOUGHTON||||YFCB| YFCF                              ||||
12631|Chestnut||Jennifer Li Shotz|||||HOUGHTON MIFFLIN||||YXHB| YFC YFP                              ||||
9731|Chewy El cachorro come cacas / Chewy The poop-eating pup: Bilingüe (Español - Ingles) / Bilingual (S||Maria de Lourdes Victoria|||||R R BOWKER LLC||||YF|                                ||||
14419|Chicken Mission: The Curse of Fogsham Farm||Jennifer (Author, 'Atticus CLaw' series) Gray|||||Faber & Faber||||YFB| 5AF YFP YFQ                            ||||
14839|Chief Executive? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Col||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
22110|Child I||Steve Tasane|||||Faber & Faber||||YXFD| YFC YXZW                              ||||
32116|Child of Shadow||Steve Dewinter|||||LIGHTNING SOURCE INC||||YFG|                                ||||
56369|Child of the Stars||Gama Ray Martinez|||||Tolwis||||YFH|                                ||||
56152|Child of the Wind||Sharon Lee Wander|||||Media Hatchery||||YFB| 5PB US E 1KBB YNM                             ||||
1570|Child of Wrath||R. K. Thorne|||||Iron Antler Books||||FLS|                                ||||
51489|Child-Land||Oscar Pletch|||||Alpha Editions||||YFJ|                                ||||
56523|Children Are Like Cupcakes, 2nd Edition||Ansaba Gavor|||||PEN & PAD PUB LLC||||YF|                               ||||
62454|Children of Ice||Tristan Colt Cartwright|||||Tristan C. Cartwright||||FMT|                                ||||
36199|Children of the Light||Richard Brian|||||iUniverse||||FJ| FL                               ||||
71696|Children of the Shell||I. W. Hulke|||||Christian Faith Publishing, Inc.||||FM| 5PGM FW                             ||||
38240|Children of the Stars||Kisma K. Stepanich-Reidling|||||AuthorHouse||||FM|                                ||||
26460|Children's Bedtime Stories||Janice Stampley Means|||||iUniverse||||YFU|                                ||||
10894|Chimären||Klaus Seibel|||||Books on Demand||||FLP| FH                               ||||
64163|Chimera||Bonnie J. Snowden|||||Xlibris||||FM|                                ||||
69214|Chimeras||Donné Raffat|||||Xlibris US||||FL|                                ||||
6887|Chinese Cinderella||Adeline Yen Mah|||||Penguin Random House Children's UK||||YFY| 5AH                               ||||
46087|Chinese Exchange||Lezlie Ve Winberry|||||Double Portion Publishing||||YFQ|                                ||||
17772|Chippy the Conductor - Book 4: Chippy's Amazing Dreams||Stacey Blake|||||LIGHTNING SOURCE INC||||YFP|                                ||||
25098|Chirmi Chasers (Hole Books)||Arefa Tehsin|||||DUCKBILL||||YFQ|                                ||||
19498|Chiropractor? Did You Mean Badass: Blank Line Occupation Journal to Show Appreciation to That Collea||Thithiajobs|||||INDEPENDENTLY PUBLISHED||||YF|                                ||||
58384|Chirp: Sandnado|||||||OWLKIDS BOOKS||||YXHB| YFQ                               ||||
38514|Chirp: Treasure Trap|||||||OWLKIDS BOOKS||||YXHB| YFQ                               ||||
17749|Chloe & Cartoon||Greg Tessier, Amandine|||||Papercutz||||XADC| YF                              ||||
57200|Chloe by Design: Balancing Act||,Margaret Gurevich|||||Coughlan Publishing||||YFB|                               ||||
71606|Chocolate Box Girls: Marshmallow Skye||Cathy Cassidy|||||Penguin Random House Children's UK||||YFB| 5AM                               ||||
49586|Chocolate Me! Book and CD Storytime Set [With CD (Audio)]||Taye Diggs|||||FEIWEL & FRIENDS||||YXPB| YF YXD                              ||||
38625|Chocolate Milk, Por Favor: Celebrating Diversity with Empathy||Maria Dismondy|||||CARDINAL RULE PR||||YF|                               ||||
23819|Chocolate Things||Mattzie Kay|||||LIGHTNING SOURCE INC||||YXPB| 1KBB YF YXE                             ||||
14156|Choke||Obert Skye|||||SHADOW MOUNTAIN PUB||||YFC| YFH                               ||||
52485|Chokepoint||Jill Williamson|||||Novel Teen Press||||YFG| 5PGM YFH YFK                             ||||
"24916|49437"|Chol||J.S. alias E.A. Oannes, J. S. alias E. A. Oannes|||||novum Verlag||||FB|                               ||||
54519|Choose Your Own Adventure Spies: Spy for Cleopatra||Katherine Factor|||||CHOOSECO LLC||||YFCA| YFT                               ||||
6377|Choosing the Right||Thomas Jones|||||CHRISTIAN FAITH PUB INC||||YFK|                                ||||
29600|Chosen Ones: The New Novel from New York Times Best-Selling Author Veronica Roth||Veronica Roth|||||JOHN JOSEPH ADAMS||||FM|                                ||||
51385|Christmas Angel||Wendy Beck Messner|||||FriesenPress||||YFB| YXG                               ||||
53317|Christmas Bedtime Stories for Kids||Sarah Amon|||||Sarah Amon||||YDC| YFJ                               ||||
27951|Christmas Color By Number For Toddlers: A Fun & Easy Holiday Coloring Book For Preschoolers To Start||Happy Harper|||||LIGHTNING SOURCE INC||||YBLC| 5HPD YBLD YNMD                             ||||
24686|Christmas coloring book for kids: 50 Holiday Unique Designs for Girls and Boys Ages 4-8; Beautiful P||Fuzz Harriete|||||LIGHTNING SOURCE INC||||YBLJ|                                ||||
57308|Christmas Coloring Book for Kids: Fun Children's Christmas Gift or Present for Toddlers and Kids. 10||The Magic Rainbow|||||LIGHTNING SOURCE INC||||YBLD| 5HPD YNMD                              ||||
43103|Christmas Countdown: An Adventivity Book - Build One House a Day to Create Your Own Christmas Villag||Clever Publishing|||||CLEVER PUB||||YBLC| 5HPD YNMD YNV                             ||||
50667|Christopher Columbus: The Merchant Adventurer||Kensaku Saguchi|||||VIZ KIDS||||XAM| 1KBB YFT                              ||||
31025|Chronicler||R. E. Close|||||Lulu.com||||FM|                                ||||
1836|Chronicles of a Starchaser||T. M. Saunders|||||iUniverse||||FJ| FL                               ||||
75768|Chronicles of Avonlea||L. M. Montgomery|||||BANTAM JUVENILE||||YF|                                ||||
30155|Chronicles of Chrestomanci, Volume 2: The Magicians of Caprona/Witch Week||Diana Wynne Jones|||||AVON BOOKS||||YFH| YFQ                              ||||
8602|Chronicles of Narnia 02. Lion, the Witch and the Wardrobe||Clive Staples Lewis|||||Harper Collins Publ. USA||||YFH| YFA                              ||||
50359|Chuck||Marla Paul Merasty A. K. A Miss Marla|||||FriesenPress||||YFB| YX                               ||||
70731|Ciaran: And the Troll Bully||Meadow Griffin|||||LIGHTNING SOURCE INC||||YFD| YXQ                               ||||
72393|Cinderella (Floor Book): My First Reading Book||Janet Brown|||||ARMADILLO MUSIC||||YFJ|                                ||||
77612|Cinderella: An Interactive Fairy Tale Adventure||Jessica Gunderson|||||CAPSTONE PR||||YFCA| YFJ                               ||||
16163|Cinders & Sparks (2)||Lindsey Kelk|||||Harper Collins Publ. UK||||YFH| YFQ 3MRBF                              ||||
26747|Cinders & Sparks 01||Lindsey Kelk|||||Harper Collins Publ. UK||||YFQ| 5AF 5AG 5AH YFH 3MRBF                           ||||
46502|Cindy Ellen: A Wild Western Cinderella||Susan Lowell|||||HARPERCOLLINS||||YF| 1KBB                               ||||
38642|Cinquanta||Sara Quartarone|||||Lulu.com||||YFB|                                ||||
18920|Circinus||Alberto Bolay|||||Palibrio||||FL|                                ||||
53649|Circle of Life||Gary Levey|||||iUniverse||||FL|                                ||||
34553|Circle: A Cookie or the Sun in the Sky||Sydney Lepew|||||CANTATA LEARNING||||YBLH|                                ||||
17152|Circus Escapades||Alexander McCall Smith|||||Barrington Stoke||||YF| 5AJ                               ||||
