book_id,model_id,team_id,recommendation_1,recommendation_2,recommendation_3,recommendation_4,recommendation_5
57342,4,mannheimminers,19789,4214,16848,72800,56731
11603,4,mannheimminers,59713,66585,20519,15874,61364
69838,4,mannheimminers,50083,26348,75587,34661,27187
37998,4,mannheimminers,29118,40576,45933,77852,29330
35898,4,mannheimminers,30763,67852,71069,77435,50883
51042,4,mannheimminers,15248,7144,70993,76706,22053
44118,4,mannheimminers,4471,65829,74109,67920,37248
67506,4,mannheimminers,56101,70419,39427,60619,38002
636,4,mannheimminers,17283,11483,54581,53469,57430
2579,4,mannheimminers,31948,6784,20804,14422,61143
45286,4,mannheimminers,51127,47553,63692,44276,9937
18427,4,mannheimminers,16400,76963,71453,23120,39843
28844,4,mannheimminers,2544,37116,10402,26304,8956
65714,4,mannheimminers,68048,35843,25332,8896,30199
24554,4,mannheimminers,24554,4797,67828,73973,31167
36175,4,mannheimminers,20979,16306,8229,52251,26462
72138,4,mannheimminers,34546,60142,62346,19925,46555
45594,4,mannheimminers,71244,39840,77033,8313,7094
24747,4,mannheimminers,41741,76039,67514,47795,60407
26662,4,mannheimminers,52824,26974,39958,46397,44496
33525,4,mannheimminers,18780,4949,41253,50781,65615
8296,4,mannheimminers,71315,67551,27796,45867,51736
56597,4,mannheimminers,33562,30415,12833,45202,54003
61794,4,mannheimminers,34679,12416,53953,8519,35083
27261,4,mannheimminers,23050,49441,19828,32671,59822
468,4,mannheimminers,21025,468,2727,39976,37443
29448,4,mannheimminers,50449,33456,28065,57993,53029
726,4,mannheimminers,62110,70423,54103,35935,17443
55154,4,mannheimminers,68393,14214,69338,7636,34318
7977,4,mannheimminers,17840,53176,58848,25251,53179
53078,4,mannheimminers,46595,11955,66731,15279,46944
34125,4,mannheimminers,50645,10805,55119,31609,28880
71063,4,mannheimminers,43924,71063,52237,71312,21311
67063,4,mannheimminers,31150,52398,41469,50043,39289
47597,4,mannheimminers,47597,32045,3301,9120,17186
52305,4,mannheimminers,12264,59094,68165,19497,13379
65833,4,mannheimminers,57628,9526,53806,75656,72605
5733,4,mannheimminers,74115,49763,58371,16932,35748
33494,4,mannheimminers,50569,25024,61974,62481,59658
10881,4,mannheimminers,74953,57117,9936,37992,21610
74196,4,mannheimminers,35795,27869,73807,61804,21445
22160,4,mannheimminers,10032,60471,20238,13409,54948
70190,4,mannheimminers,47966,2022,9523,14551,68952
16191,4,mannheimminers,60169,25908,74400,64611,73116
6363,4,mannheimminers,67751,36444,54894,64814,48840
51060,4,mannheimminers,24757,37215,52568,30323,73646
41219,4,mannheimminers,70254,60427,71922,40378,55294
53100,4,mannheimminers,47909,4827,73240,1961,48386
45871,4,mannheimminers,69457,30569,15686,19185,8923
29083,4,mannheimminers,59973,44849,6886,54842,2718
61636,4,mannheimminers,39171,6771,75730,52099,2188
42715,4,mannheimminers,41318,36339,43347,62594,6923
32754,4,mannheimminers,14043,47018,73929,49255,22198
72607,4,mannheimminers,44728,32809,34751,71954,64058
6955,4,mannheimminers,6999,19957,78248,12579,29968
2399,4,mannheimminers,39128,52294,14755,34184,72653
60216,4,mannheimminers,15254,58449,34146,60368,33413
26438,4,mannheimminers,39744,33612,36539,63333,4676
57977,4,mannheimminers,11812,78426,60573,37235,38397
47675,4,mannheimminers,72760,9935,53943,75718,65067
51832,4,mannheimminers,12399,40702,54865,60073,59846
29972,4,mannheimminers,70838,856,23603,72335,58905
33790,4,mannheimminers,334,69562,78325,74138,49426
45390,4,mannheimminers,45390,77469,52940,61514,59341
11609,4,mannheimminers,60849,78353,2344,75287,18693
73256,4,mannheimminers,58890,49509,27283,15204,31540
20740,4,mannheimminers,41267,53634,59803,12383,58132
24746,4,mannheimminers,24368,12231,28360,5208,10407
33956,4,mannheimminers,42529,5078,56864,61068,22882
11253,4,mannheimminers,48418,39031,72311,47509,50095
5255,4,mannheimminers,14498,76154,29779,45766,48283
24675,4,mannheimminers,23021,17391,40076,18322,57362
58404,4,mannheimminers,51493,48914,69638,23750,64442
47464,4,mannheimminers,47464,25146,49836,54261,44164
39665,4,mannheimminers,54740,48181,20409,63797,6764
18622,4,mannheimminers,42347,15832,39486,68546,19515
54066,4,mannheimminers,58197,12452,39451,35242,67336
30229,4,mannheimminers,5773,15440,50977,17500,70879
71353,4,mannheimminers,71353,63077,38146,16831,23978
14037,4,mannheimminers,34548,69852,68485,49018,2653
71784,4,mannheimminers,8252,70131,61323,46457,8202
46951,4,mannheimminers,39263,36337,71415,54855,40994
61514,4,mannheimminers,32587,77177,57206,39120,21768
27259,4,mannheimminers,960,43988,3162,9656,1970
45613,4,mannheimminers,54645,43067,75946,43711,2318
22972,4,mannheimminers,14504,2702,51224,47391,59446
45435,4,mannheimminers,45540,76286,65819,42987,59438
62993,4,mannheimminers,31660,23546,78204,66122,71228
64509,4,mannheimminers,6236,77238,73921,45487,46326
46931,4,mannheimminers,74020,59843,76028,22603,64702
65465,4,mannheimminers,38903,6800,59267,57751,73133
60384,4,mannheimminers,5063,10132,62267,55497,62118
31881,4,mannheimminers,60730,17289,47456,54640,17289
67229,4,mannheimminers,37756,65708,54309,47639,5300
58605,4,mannheimminers,66316,19164,23681,14961,77631
6530,4,mannheimminers,17848,7123,7209,28094,21999
43304,4,mannheimminers,48613,25530,35157,27805,65653
21179,4,mannheimminers,54433,72327,18740,56304,12228
28853,4,mannheimminers,21629,4744,39592,7920,78692
47632,4,mannheimminers,40699,56908,4884,73405,53798
15039,4,mannheimminers,16723,49455,7227,6486,11067
72722,4,mannheimminers,49304,466,53387,68365,13210
45270,4,mannheimminers,10895,15763,72160,54876,1328
61339,4,mannheimminers,27714,61077,72281,71036,12179
48791,4,mannheimminers,2003,13292,44518,61750,37302
32110,4,mannheimminers,12493,23820,35971,61901,31731
33558,4,mannheimminers,36987,49505,18942,54609,2046
21639,4,mannheimminers,20798,68957,24448,2316,46964
47838,4,mannheimminers,31975,14876,18625,78634,9353
78241,4,mannheimminers,47754,53312,14265,32231,34283
6413,4,mannheimminers,67788,53745,55219,66996,20141
27334,4,mannheimminers,71391,43624,31788,47213,75558
3425,4,mannheimminers,60370,15832,66516,25918,38382
29779,4,mannheimminers,37306,76575,59207,21310,58042
45827,4,mannheimminers,15293,18198,41616,20889,41217
39627,4,mannheimminers,39627,19702,77534,68931,36531
39590,4,mannheimminers,69939,68356,60849,8172,48273
1103,4,mannheimminers,29929,8284,10632,944,10347
74813,4,mannheimminers,4074,7707,30257,37461,54580
39000,4,mannheimminers,35881,20053,20749,15554,36552
10434,4,mannheimminers,15238,4655,51597,38696,46671
18320,4,mannheimminers,48722,24329,15091,11616,9774
47893,4,mannheimminers,14090,57602,13245,58019,57687
10426,4,mannheimminers,29722,56404,22641,53759,22761
9179,4,mannheimminers,35723,51553,16066,44482,46699
58906,4,mannheimminers,73926,70359,16265,66145,35641
51702,4,mannheimminers,28318,14044,57258,1853,24496
35470,4,mannheimminers,20479,61031,21215,55667,12626
30816,4,mannheimminers,37250,54954,51050,12078,40855
69589,4,mannheimminers,37513,29557,65368,15847,62171
8109,4,mannheimminers,25638,6909,21136,38319,15036
62276,4,mannheimminers,34803,67554,70163,20430,41827
64534,4,mannheimminers,30233,25763,53489,18590,70782
5300,4,mannheimminers,48197,68527,21470,50382,43052
54461,4,mannheimminers,65710,47611,70257,35410,16292
10326,4,mannheimminers,56484,38916,55554,64662,65653
1071,4,mannheimminers,11466,28598,55019,2855,63799
20234,4,mannheimminers,14620,68364,73243,57959,29251
4525,4,mannheimminers,53931,1739,20017,74489,9101
62509,4,mannheimminers,9325,64660,38737,32508,68218
39941,4,mannheimminers,9967,39597,11256,44279,11935
3583,4,mannheimminers,3583,9118,5788,41174,62822
35236,4,mannheimminers,14253,37219,78754,49252,17535
42326,4,mannheimminers,9580,47269,19991,20733,35959
22868,4,mannheimminers,57552,63422,24465,4634,35260
28533,4,mannheimminers,18019,28662,18068,58212,42743
61752,4,mannheimminers,56473,59351,10793,5147,77499
45955,4,mannheimminers,51436,49018,76933,35912,19039
3166,4,mannheimminers,14573,8202,13626,26937,58058
1168,4,mannheimminers,17176,37813,26028,35280,17643
259,4,mannheimminers,35824,55319,58375,70400,48753
60087,4,mannheimminers,19839,22625,77607,9515,55070
12311,4,mannheimminers,57074,30775,60398,2932,35557
66633,4,mannheimminers,51011,5546,35023,21487,52326
65860,4,mannheimminers,7244,19566,22410,44569,65997
52748,4,mannheimminers,64365,56390,19245,54714,15912
35638,4,mannheimminers,53412,18868,809,3671,41013
23349,4,mannheimminers,5811,31375,29327,72647,22145
30313,4,mannheimminers,30313,36686,9829,40001,62213
5498,4,mannheimminers,5498,65049,76852,11869,40960
45424,4,mannheimminers,31453,25230,7238,64328,66915
15472,4,mannheimminers,75693,29071,74790,76212,78515
13056,4,mannheimminers,2822,24066,18781,36562,39185
14122,4,mannheimminers,23904,195,38977,55627,6775
50582,4,mannheimminers,56121,68138,47905,18852,122
38840,4,mannheimminers,45527,75102,78550,71721,51251
63023,4,mannheimminers,72569,28531,71090,2254,58605
8516,4,mannheimminers,51052,67478,48700,78188,6828
47014,4,mannheimminers,55658,68899,59616,13484,55847
49396,4,mannheimminers,42083,73546,77376,38826,74857
75774,4,mannheimminers,75774,2045,16188,72618,61397
13180,4,mannheimminers,31462,3433,61401,426,59267
16340,4,mannheimminers,19533,23791,6432,26186,21773
78314,4,mannheimminers,10863,27021,68032,38506,57206
1460,4,mannheimminers,9211,58976,20553,23273,14343
38005,4,mannheimminers,26267,78376,40730,37157,66535
42622,4,mannheimminers,39798,68077,40112,10229,49933
38523,4,mannheimminers,76264,44022,54817,15670,27934
74041,4,mannheimminers,24264,50570,1216,60888,45393
37011,4,mannheimminers,8950,7709,45317,23389,35093
6288,4,mannheimminers,971,24501,78360,55327,28843
62728,4,mannheimminers,64906,1777,67867,50149,3503
15949,4,mannheimminers,78764,51494,33358,35128,70226
15715,4,mannheimminers,15715,44666,42758,34213,37908
10097,4,mannheimminers,52753,73486,22700,19202,68292
66177,4,mannheimminers,28704,72691,17647,30540,26019
16746,4,mannheimminers,16411,43590,54591,57208,19513
18879,4,mannheimminers,62380,24213,48783,51358,27055
7655,4,mannheimminers,29278,63277,34166,5647,22104
53378,4,mannheimminers,28524,1063,76039,75179,45746
15167,4,mannheimminers,37667,53146,67090,34791,69971
33517,4,mannheimminers,10977,55828,7766,16578,9333
2975,4,mannheimminers,26650,49609,39957,40367,78754
62454,4,mannheimminers,46130,58122,65915,32421,14382
51133,4,mannheimminers,65806,23641,58820,18521,14167
71805,4,mannheimminers,34777,3642,14950,66507,59701
67073,4,mannheimminers,24303,2326,37017,42628,6366
77384,4,mannheimminers,13708,54847,29339,13094,17351
5844,4,mannheimminers,311,28819,50010,77480,71149
52718,4,mannheimminers,24450,28794,6974,38602,24830
15767,4,mannheimminers,76769,67740,39747,29396,38083
45935,4,mannheimminers,20110,47358,9306,5151,42028
2142,4,mannheimminers,60323,42383,36795,20784,58050
31637,4,mannheimminers,49742,36289,34182,52501,41288
31129,4,mannheimminers,52703,26180,32501,12715,4584
76150,4,mannheimminers,19207,58676,39189,32703,17220
75867,4,mannheimminers,47029,65064,63212,77457,31820
24085,4,mannheimminers,24085,70940,71828,61464,71107
13973,4,mannheimminers,62960,2203,43608,78389,72199
70180,4,mannheimminers,54623,34436,1416,41142,10907
77574,4,mannheimminers,36262,45124,18693,61426,78353
62162,4,mannheimminers,21327,36509,49218,22918,3526
40017,4,mannheimminers,50390,2398,51944,16397,6103
49479,4,mannheimminers,14977,78055,58254,66396,21029
9036,4,mannheimminers,32932,30851,8853,69550,32488
14314,4,mannheimminers,77255,4833,25971,52355,78258
54145,4,mannheimminers,44047,62701,13633,58209,38988
36939,4,mannheimminers,46264,60331,56638,23196,14666
13269,4,mannheimminers,32246,69704,66232,26267,34668
24486,4,mannheimminers,35190,7959,30564,59399,41526
31685,4,mannheimminers,12523,41587,31519,50165,61614
55613,4,mannheimminers,14681,50803,37023,24883,23943
10307,4,mannheimminers,49018,19165,55862,62136,17079
31085,4,mannheimminers,32061,75101,56719,42374,60540
12152,4,mannheimminers,22823,48982,11168,12610,21643
1399,4,mannheimminers,42396,35021,66807,64523,77113
47621,4,mannheimminers,42330,38264,43690,71501,9714
77524,4,mannheimminers,55200,62652,43914,40446,11883
72017,4,mannheimminers,18392,60109,63559,36606,69851
68427,4,mannheimminers,63291,56118,21033,3986,76742
45238,4,mannheimminers,60874,78719,71766,66908,70547
1777,4,mannheimminers,40742,62728,28229,78179,71077
64596,4,mannheimminers,18826,74891,43231,60992,4773
53660,4,mannheimminers,16253,36039,55183,35943,70147
53793,4,mannheimminers,78553,63382,67311,28629,62024
53003,4,mannheimminers,43532,53535,30364,39888,64877
30144,4,mannheimminers,41162,22191,68169,15719,41581
59985,4,mannheimminers,56492,18080,62622,22222,9284
5384,4,mannheimminers,14545,47285,25582,64399,29014
70911,4,mannheimminers,8593,6251,39129,33105,33826
54790,4,mannheimminers,30553,41470,43345,70981,18268
66903,4,mannheimminers,66903,8201,53012,31853,28633
49099,4,mannheimminers,49099,66629,57521,32959,38934
35947,4,mannheimminers,56297,49567,40896,68301,38663
18424,4,mannheimminers,65851,3386,10821,71960,12734
1177,4,mannheimminers,37646,60845,10722,6421,36165
25513,4,mannheimminers,45872,75004,53473,46674,32512
56477,4,mannheimminers,18490,37271,53344,26341,33323
19649,4,mannheimminers,72189,62777,18555,36498,45872
28731,4,mannheimminers,47511,42291,4446,31170,62279
35048,4,mannheimminers,61779,36306,66363,2473,1159
47192,4,mannheimminers,64592,13290,6561,77342,21836
56453,4,mannheimminers,56453,57889,41265,68469,51189
56939,4,mannheimminers,29065,42755,47502,11183,76608
18904,4,mannheimminers,47541,33379,64776,21405,19454
44025,4,mannheimminers,75472,71614,38423,23031,51237
9012,4,mannheimminers,76850,22694,7190,71908,15772
5892,4,mannheimminers,17358,3594,7635,78542,15014
5119,4,mannheimminers,62865,77402,62580,55431,6922
19874,4,mannheimminers,54771,52958,36703,77026,60893
41477,4,mannheimminers,33505,56164,18864,52915,64765
45068,4,mannheimminers,45068,13047,6425,53094,67034
61261,4,mannheimminers,36075,48572,19990,24465,56509
52685,4,mannheimminers,13909,28996,78799,49266,22699
21281,4,mannheimminers,35604,25802,46075,75875,32524
61125,4,mannheimminers,38083,20759,7674,11963,17084
45116,4,mannheimminers,37491,43720,3062,58692,59427
15854,4,mannheimminers,7754,9985,66216,72577,71858
46634,4,mannheimminers,35844,72086,4277,27620,43735
4272,4,mannheimminers,55324,9499,27762,45564,62433
39508,4,mannheimminers,71727,48804,40800,15674,23111
13970,4,mannheimminers,38609,18835,57780,12931,29717
9626,4,mannheimminers,63695,9927,32183,50015,60479
6341,4,mannheimminers,46880,43244,72900,23863,55994
26222,4,mannheimminers,2026,66067,68578,58422,32653
17998,4,mannheimminers,2708,18523,15559,52920,59287
51002,4,mannheimminers,62097,4744,8731,57763,74354
70026,4,mannheimminers,23366,38911,23809,16247,14108
4089,4,mannheimminers,10143,549,73051,51156,7013
56945,4,mannheimminers,5839,45630,66688,71922,30524
56300,4,mannheimminers,31200,48335,5070,52874,49571
29536,4,mannheimminers,9789,28263,42645,71817,24231
67085,4,mannheimminers,23709,18478,66874,45023,65530
8318,4,mannheimminers,68765,6920,17194,56935,10438
50701,4,mannheimminers,46819,46201,4124,78881,38537
39906,4,mannheimminers,72151,61509,12846,404,63120
20388,4,mannheimminers,50030,37852,40958,50906,24507
48054,4,mannheimminers,68904,61082,76929,43488,49257
28013,4,mannheimminers,77283,40611,31752,53506,35268
72242,4,mannheimminers,5117,58266,8921,37702,77173
69407,4,mannheimminers,23693,46429,47345,37102,51726
67382,4,mannheimminers,61786,30504,55241,55331,74235
48584,4,mannheimminers,14578,71181,31729,19472,26426
38197,4,mannheimminers,70795,78067,73435,1659,65169
3696,4,mannheimminers,4042,353,50794,27792,35268
22940,4,mannheimminers,7550,70737,44272,3360,58548
66319,4,mannheimminers,57059,39447,9825,56378,42764
37531,4,mannheimminers,34528,74294,34480,65242,76857
47302,4,mannheimminers,25238,75014,8676,13121,14993
64237,4,mannheimminers,12096,44334,62091,23755,52414
60983,4,mannheimminers,52250,19968,35110,77231,48093
687,4,mannheimminers,32089,34800,27420,24396,54641
51599,4,mannheimminers,8639,43364,50533,24724,7745
12519,4,mannheimminers,42495,42495,75579,50791,10911
8268,4,mannheimminers,26171,40782,77893,17424,59726
45732,4,mannheimminers,28066,3141,25146,17834,43845
29948,4,mannheimminers,73106,71077,11850,7207,50269
24087,4,mannheimminers,43982,39226,34092,5426,29473
24667,4,mannheimminers,24667,70631,30308,39165,36888
9197,4,mannheimminers,26143,16349,68341,55567,26574
31571,4,mannheimminers,12063,72962,3819,25262,75081
71698,4,mannheimminers,25783,56680,23075,23383,62136
43672,4,mannheimminers,49877,46908,17935,54487,42431
72088,4,mannheimminers,29344,24663,7607,74430,35345
53393,4,mannheimminers,40276,14875,22178,13497,17724
38254,4,mannheimminers,78725,47310,40552,35785,11049
27491,4,mannheimminers,37642,26333,4784,11747,52385
7028,4,mannheimminers,68285,30674,40517,66952,35949
56180,4,mannheimminers,15592,35101,33147,30467,20851
10324,4,mannheimminers,48087,69701,19138,49400,78650
51443,4,mannheimminers,7545,12911,36549,68263,40241
65088,4,mannheimminers,193,4545,14579,7105,77701
45487,4,mannheimminers,6236,64509,73921,25157,40097
7201,4,mannheimminers,52888,36671,33849,75482,77701
3031,4,mannheimminers,38577,18334,51945,7031,31403
52727,4,mannheimminers,30575,39074,31094,20035,78714
66360,4,mannheimminers,29249,66787,48317,19842,43399
70707,4,mannheimminers,50595,13767,23377,50704,77425
60250,4,mannheimminers,60250,16738,18650,58179,21019
70223,4,mannheimminers,639,56296,646,15466,64750
12103,4,mannheimminers,25337,58868,23443,37882,29915
29580,4,mannheimminers,50962,50299,4467,20548,33008
3472,4,mannheimminers,48985,43529,7269,49459,35232
66315,4,mannheimminers,24857,21104,10775,9023,38527
58455,4,mannheimminers,45355,33047,41529,28998,68699
9424,4,mannheimminers,11795,16670,65527,63164,6153
56705,4,mannheimminers,62132,53978,27056,32658,7573
54338,4,mannheimminers,56445,52269,31395,24588,10620
70923,4,mannheimminers,25361,22026,45754,12490,70413
41422,4,mannheimminers,46826,78565,67698,30521,15406
23087,4,mannheimminers,58216,48402,7438,31048,63928
60594,4,mannheimminers,73898,5011,69121,9050,32880
59102,4,mannheimminers,75033,71199,60674,73665,294
70997,4,mannheimminers,11227,4897,41182,4664,54313
15861,4,mannheimminers,27108,76154,31559,15934,13150
8542,4,mannheimminers,34721,1041,33333,23048,60947
38964,4,mannheimminers,38073,10807,58396,77616,75639
8208,4,mannheimminers,45958,70631,74377,31349,47713
1954,4,mannheimminers,32450,8524,54245,48092,35927
4822,4,mannheimminers,5082,61545,41316,18119,7811
26113,4,mannheimminers,78581,474,33817,76323,68910
12970,4,mannheimminers,14806,68301,37462,36928,19493
9891,4,mannheimminers,4106,2559,40485,19802,16133
65669,4,mannheimminers,77025,22995,14058,52944,55577
26379,4,mannheimminers,50743,57540,14908,44073,17588
30725,4,mannheimminers,30725,30920,49282,61213,42014
55501,4,mannheimminers,67879,73175,62410,22014,73054
49738,4,mannheimminers,49738,70096,47636,16769,15387
77676,4,mannheimminers,67045,46165,32150,35991,10690
16801,4,mannheimminers,40782,27657,78705,41803,40056
61475,4,mannheimminers,42960,38444,28248,5062,30740
51600,4,mannheimminers,15479,66146,35317,75567,55260
33303,4,mannheimminers,18246,40459,22066,32503,70127
39498,4,mannheimminers,2088,42118,30107,71915,13390
46052,4,mannheimminers,51770,29598,39958,58206,60213
72969,4,mannheimminers,57699,41000,58248,72798,65822
14895,4,mannheimminers,4284,4076,45595,71040,29764
69233,4,mannheimminers,26656,39691,21297,17138,75787
19801,4,mannheimminers,71110,14142,4775,20425,39531
65557,4,mannheimminers,50641,27692,58298,36441,31728
78480,4,mannheimminers,15666,5090,13769,42092,55925
20547,4,mannheimminers,6908,21592,2568,63770,64547
47002,4,mannheimminers,5770,70242,22071,53390,15903
41580,4,mannheimminers,26930,55474,26407,67147,67469
23706,4,mannheimminers,16750,22410,172,49517,5247
8498,4,mannheimminers,72066,22627,26764,58083,40536
53475,4,mannheimminers,65446,61813,55348,61407,63300
2074,4,mannheimminers,12492,39673,53479,7752,53024
75295,4,mannheimminers,774,34059,58930,49793,38163
39076,4,mannheimminers,39468,44393,75808,47567,36997
59879,4,mannheimminers,72355,7838,72172,67340,62354
51540,4,mannheimminers,72864,75344,15681,29124,69019
40362,4,mannheimminers,57464,4713,3232,37909,11714
73789,4,mannheimminers,72785,62178,17543,31098,12990
76368,4,mannheimminers,16149,6024,47510,10047,65730
22313,4,mannheimminers,44537,48826,19849,67730,67884
11550,4,mannheimminers,45267,56149,12902,4446,73440
73200,4,mannheimminers,66153,34837,75723,37013,13858
21536,4,mannheimminers,61805,7480,25223,17157,58353
56475,4,mannheimminers,62079,21574,67009,26101,32297
27237,4,mannheimminers,77213,6506,17446,5120,57774
59970,4,mannheimminers,63589,57779,21759,13486,15208
66324,4,mannheimminers,42461,63258,66953,71180,39257
56170,4,mannheimminers,75668,78425,4210,1014,35670
61750,4,mannheimminers,76902,13292,2003,46766,5196
78486,4,mannheimminers,15717,50123,33177,11818,61966
22231,4,mannheimminers,22847,74468,52947,67335,16484
56175,4,mannheimminers,56175,69844,10928,66580,49506
36526,4,mannheimminers,13070,21106,34617,15451,16386
72777,4,mannheimminers,74741,9870,40932,21029,46795
51818,4,mannheimminers,36364,45034,58792,6622,64884
78303,4,mannheimminers,48082,381,66110,57482,61837
54090,4,mannheimminers,65248,24766,1323,64818,29110
58865,4,mannheimminers,58865,33047,28998,56227,10709
28493,4,mannheimminers,10130,15971,63766,49943,28594
39201,4,mannheimminers,42443,23095,41384,11577,50248
3523,4,mannheimminers,16566,9017,60177,12583,28953
26764,4,mannheimminers,45277,49874,56012,8498,58083
10587,4,mannheimminers,2386,12324,70850,38842,10244
27590,4,mannheimminers,21878,43156,42726,51238,67318
14640,4,mannheimminers,17506,32268,41748,61036,32483
30239,4,mannheimminers,56860,30046,23235,22998,27251
25987,4,mannheimminers,60238,74899,73730,71367,58269
50899,4,mannheimminers,25368,74029,49452,12463,16623
38664,4,mannheimminers,44553,12767,58648,45602,18775
64339,4,mannheimminers,62259,61201,19505,61063,14388
36157,4,mannheimminers,14573,3166,8202,5934,6370
67219,4,mannheimminers,61230,9244,26148,21453,11241
26971,4,mannheimminers,1337,78229,42299,50826,30744
59750,4,mannheimminers,59750,26146,51244,9160,62240
14318,4,mannheimminers,26121,44782,24690,55835,28736
35892,4,mannheimminers,7115,23018,50938,8397,72647
23226,4,mannheimminers,8339,63986,21152,61131,65297
78680,4,mannheimminers,29866,68542,72280,21380,12093
60056,4,mannheimminers,17162,14735,10009,2516,41693
68759,4,mannheimminers,11715,45926,7460,29675,23486
61909,4,mannheimminers,58416,58015,10702,6188,54946
62464,4,mannheimminers,78725,10340,13183,48023,5669
39864,4,mannheimminers,39864,47553,39315,13814,35655
4120,4,mannheimminers,70113,76388,59731,66104,28880
71863,4,mannheimminers,55647,58922,66649,3773,75752
67953,4,mannheimminers,73835,28881,40198,47039,54130
14782,4,mannheimminers,1068,1859,32522,17243,66227
55221,4,mannheimminers,74014,77484,67117,479,66595
13755,4,mannheimminers,7642,43763,47204,37506,45480
66040,4,mannheimminers,11615,23952,17613,71981,54949
22353,4,mannheimminers,22353,33822,6852,63118,65840
11485,4,mannheimminers,2536,15340,78793,26743,30256
10789,4,mannheimminers,66598,9032,3239,35796,733
63891,4,mannheimminers,8985,27638,57640,45272,18765
49179,4,mannheimminers,46187,5390,31789,32530,9798
817,4,mannheimminers,65804,71732,40176,64219,5467
25157,4,mannheimminers,2523,18064,16280,62920,42398
41090,4,mannheimminers,67883,19720,47779,14371,13433
77200,4,mannheimminers,54489,3927,16995,9528,46341
66568,4,mannheimminers,22297,4991,42066,10982,69600
45173,4,mannheimminers,51436,36449,20517,75484,20642
20399,4,mannheimminers,30656,77653,37157,40730,66535
76916,4,mannheimminers,62664,34148,65971,54460,14747
63103,4,mannheimminers,46162,61215,3855,67428,43917
64517,4,mannheimminers,8408,63115,29470,54206,2067
47988,4,mannheimminers,49376,39955,57645,33539,36386
44662,4,mannheimminers,67268,57625,2757,25732,30075
76645,4,mannheimminers,47597,17186,32045,3301,9120
62115,4,mannheimminers,70104,49106,73725,49589,47880
62234,4,mannheimminers,62409,4737,67329,59863,8923
36826,4,mannheimminers,36536,44315,47552,59391,25376
29916,4,mannheimminers,57901,5732,37459,16539,61800
8728,4,mannheimminers,25577,37749,51573,45054,10061
30372,4,mannheimminers,25119,67316,19067,51685,55413
17138,4,mannheimminers,20176,73024,78876,64180,18969
40812,4,mannheimminers,48371,60439,65838,24046,24381
28381,4,mannheimminers,60262,55005,41785,20554,5641
37563,4,mannheimminers,53419,34630,45766,49775,62598
42158,4,mannheimminers,54135,22752,51362,62427,21447
36959,4,mannheimminers,68289,51303,43744,5419,54419
30622,4,mannheimminers,27281,73713,53830,46324,28017
56782,4,mannheimminers,19466,21104,10775,24857,38527
44214,4,mannheimminers,6791,20370,62567,12706,68987
50648,4,mannheimminers,54325,30525,63736,60760,9723
37731,4,mannheimminers,56094,30433,65486,55002,73435
22963,4,mannheimminers,65739,163,18854,65379,14139
24740,4,mannheimminers,16133,45829,2899,65861,19905
2706,4,mannheimminers,10924,33595,53992,9062,40792
58358,4,mannheimminers,6095,30745,48292,27198,32080
9569,4,mannheimminers,68358,39611,46706,38192,44124
50163,4,mannheimminers,69603,75446,57461,42515,51244
5357,4,mannheimminers,64942,63525,8608,17200,29935
23570,4,mannheimminers,15202,27009,56429,63316,37554
78384,4,mannheimminers,56354,23771,51119,27441,17920
68157,4,mannheimminers,68157,47886,78754,5314,44244
44964,4,mannheimminers,34589,60107,7051,69275,51215
12971,4,mannheimminers,56107,59130,49248,68202,15800
41078,4,mannheimminers,23733,74400,27389,19142,22179
